StudentID,Gender,Height,Weight,Age
881516,M,5.4,37,26
3197014,F,5.2,36,27
2698678,F,4.9,38,25
1613944,F,5.3,35,24
8691939,F,5.1,49,28
8256843,F,4.9,50,22
1071527,F,5.1,35,26
6824118,F,5.1,37,22
2048214,F,5.4,41,23
7339148,M,5.4,43,27
3195870,M,4.9,37,24
6879912,M,4.9,44,28
5961293,M,5.4,46,13
7716238,M,4.9,37,12
8145907,F,5.3,43,13
414796,F,5.4,47,12
4833764,F,4.9,43,13
2271995,F,5.1,39,14
8448075,F,4.8,40,13
3900899,F,5.4,42,14
7145822,M,4.8,48,21
4939293,M,5.5,35,18
5911409,M,5.3,46,20
3175356,M,5.2,44,19
6487973,M,5.3,41,18
201561,M,5.2,36,18
3124441,M,5.3,42,18
1190151,M,5.5,38,27
6898321,M,4.9,48,26
7321044,M,5.2,40,26
9981179,F,5.4,46,27
1536865,F,5.3,42,25
5429234,F,5.5,41,24
9280696,F,5.5,47,28
7204486,F,5.4,46,22
35599,F,5.1,38,26
1919273,F,4.8,46,22
1173635,F,4.9,35,23
5841924,M,5.1,35,27
1302706,M,5.3,45,24
3060062,M,4.8,48,28
1970594,M,5.3,48,13
6189472,M,5.1,45,12
3725938,F,5.5,40,13
115238,F,5.3,40,12
6791663,F,4.8,35,13
8529901,F,5.2,39,14
5251569,F,5,36,13
6469669,F,5,50,14
8007785,M,4.8,37,21
4136351,M,4.8,45,18
5409802,M,5.5,43,20
5348733,M,5.1,49,19
9819866,M,5.4,36,18
948301,M,5.2,36,18
8143457,M,5.2,45,18
4842727,M,4.9,41,27
9023196,M,5.1,47,26
1841240,M,5.5,42,26
4188245,F,5,41,27
9610125,F,5.1,45,25
5305978,F,5,35,24
1825972,F,5.5,43,28
94307,F,5,47,22
5078154,F,5.4,49,26
2588106,F,5.4,39,22
1790213,F,5.2,43,23
5028315,M,5.4,49,27
4267313,M,5.1,37,24
4381062,M,4.8,44,28
7992711,M,5.4,48,13
5836897,M,5.5,50,12
5490574,F,5,48,13
8965811,F,5.2,35,12
1192231,F,5.2,37,13
8261995,F,5.4,50,14
6790586,F,5.1,38,13
6558846,F,5,44,14
2226984,M,5.3,48,21
8270311,M,4.8,37,18
6449300,M,5.1,41,20
9747715,M,5.1,39,19
6553297,M,5.1,38,18
3699873,M,4.9,50,18
6331919,M,4.8,42,18
2848150,M,5.2,44,27
2648606,M,4.8,38,26
1817846,M,4.8,48,26
3996232,F,5,38,27
1100612,F,5,50,25
3305911,F,5.5,45,24
2268801,F,5.2,35,28
8680130,F,5.4,48,22
5151586,F,5.2,42,26
1484335,F,5.4,45,22
451938,F,4.8,35,23
418666,M,5.1,38,27
1096371,M,5.1,45,24
2086320,M,5,47,28
3965807,M,5.4,50,13
7975667,M,5.3,41,12
817906,F,5.5,40,13
5337842,F,5.1,36,12
3543330,F,4.8,48,13
1511022,F,5,49,14
4231286,F,5.1,41,13
4482422,F,4.9,39,14
1914262,M,5.3,36,21
136535,M,5.1,48,18
5625863,M,4.9,49,20
6078272,M,5.1,49,19
8079761,M,4.9,48,18
2244490,M,5.4,42,18
8120398,M,4.9,43,18
8888106,M,5.2,41,27
3158849,M,5.5,36,26
3975299,M,4.8,35,26
9774656,F,4.9,48,27
5617758,F,4.8,50,25
6954322,F,4.8,46,24
5911910,F,5.4,46,28
7060256,F,5.4,43,22
5353431,F,4.9,45,26
8995190,F,5.2,44,22
2535716,F,5.1,40,23
2154342,M,4.9,35,27
202668,M,5.4,50,24
403171,M,5.4,41,28
8298382,M,5.4,39,13
9503870,M,5.2,45,12
3247547,F,4.8,39,13
9096476,F,4.8,46,12
9243874,F,5,36,13
749759,F,4.8,48,14
8842657,F,5.5,47,13
5114246,F,4.8,38,14
2987390,M,4.8,47,21
1462655,M,4.8,40,18
7980211,M,5,44,20
7083627,M,5.3,39,19
5703567,M,4.9,38,18
8425346,M,4.8,42,18
3551504,M,5.5,49,18
1313826,M,4.9,35,27
9319531,M,5.2,49,26
9538153,M,5.2,36,26
712641,F,5,42,27
2257277,F,5.2,36,25
8368738,F,5.5,37,24
8659250,F,4.8,35,28
5948306,F,4.8,47,22
8844605,F,5,40,26
8883159,F,5.2,43,22
1300887,F,5.3,42,23
2070249,M,5.5,47,27
1687950,M,4.8,36,24
4055461,M,5.2,36,28
795669,M,5.3,49,13
9420955,M,5.2,39,12
1308076,F,5.1,37,13
7713813,F,5.5,40,12
8591209,F,5.3,41,13
787794,F,5.5,50,14
6412191,F,5.2,50,13
5398381,F,5.1,45,14
7719100,M,5.5,35,21
8310246,M,4.8,43,18
4723898,M,5.5,50,20
8035528,M,5.4,41,19
6603150,M,5,37,18
3964584,M,5.5,45,18
4710245,M,5.5,49,18
9011879,M,5.5,49,27
3749408,M,5,44,26
1832152,M,5.2,39,26
3240244,F,5.2,38,27
7336410,F,5,35,25
1107855,F,5.2,38,24
8187458,F,5.2,42,28
3803837,F,5.5,41,22
8181279,F,4.8,36,26
8577854,F,5.1,45,22
7741906,F,5.3,36,23
4804267,M,4.8,35,27
4747963,M,5,35,24
3990503,M,5.2,49,28
986713,M,5.4,41,13
9804524,M,5.5,43,12
936142,F,4.9,44,13
5390101,F,5.4,41,12
3335218,F,5.5,42,13
3646783,F,5.5,43,14
4026739,F,4.8,37,13
3695342,F,5.4,50,14
6858148,M,4.9,41,21
573813,M,4.9,35,18
3399137,M,5.3,48,20
1255709,M,5.2,46,19
9886710,M,5,40,18
5099290,M,5.1,36,18
4106915,M,5.5,49,18
5187350,M,5,36,27
8623083,M,5.4,38,26
3088016,M,5.2,39,26
9210165,F,4.9,44,27
8375522,F,5.3,42,25
6086981,F,4.9,46,24
1281591,F,5.5,47,28
9966043,F,4.9,41,22
237366,F,5.3,39,26
4255380,F,5.4,35,22
1008544,F,4.9,43,23
3227533,M,5.3,43,27
721928,M,5.3,35,24
706489,M,5.2,47,28
7010611,M,5,37,13
2647418,M,4.9,45,12
1298422,F,5.5,38,13
5058446,F,5.1,45,12
6005572,F,5,49,13
1619081,F,5.1,37,14
3005490,F,4.8,37,13
7170176,F,5,47,14
2313909,M,5.5,44,21
9155727,M,5.5,37,18
4908129,M,4.8,44,20
9211740,M,5.4,49,19
8186837,M,4.9,42,18
6822947,M,5.4,35,18
7015505,M,4.9,43,18
5812708,M,4.9,38,27
7839313,M,5.1,48,26
1283885,M,5.2,40,26
9791128,F,5.3,36,27
2685612,F,4.9,48,25
8228130,F,5.3,47,24
9564990,F,5,38,28
1122688,F,5.4,49,22
1495731,F,4.9,50,26
4717860,F,5.2,46,22
3166040,F,5.5,44,23
2405911,M,5.1,45,27
2598272,M,4.9,50,24
1764772,M,5,47,28
8231815,M,4.8,37,13
5497473,M,5.1,41,12
5107918,F,5.4,36,13
2907359,F,5.1,48,12
339643,F,5.2,46,13
4998340,F,5.2,42,14
8348681,F,4.9,36,13
6279296,F,5.2,36,14
6770580,M,5.2,40,21
4825091,M,5.2,44,18
8797957,M,5.4,36,20
1190894,M,5.4,47,19
7494099,M,4.8,42,18
1284559,M,5.2,36,18
2808096,M,4.8,38,18
3918388,M,4.9,41,27
4662191,M,5.4,44,26
9190562,M,4.9,49,26
3205481,F,5.5,46,27
9652455,F,5.2,50,25
7690398,F,4.9,36,24
1906829,F,5.1,49,28
8421113,F,5.1,40,22
77684,F,5,46,26
2395869,F,4.8,46,22
6596975,F,5.5,49,23
2860942,M,5,40,27
3959458,M,4.8,42,24
186907,M,4.8,42,28
5075482,M,4.8,38,13
604823,M,5.3,37,12
6418291,F,4.8,37,13
9948541,F,4.9,36,12
271128,F,5.2,37,13
7526126,F,5.2,49,14
2038755,F,5,50,13
3663017,F,5.1,37,14
4745520,M,5.3,36,21
3949710,M,5.3,40,18
5241516,M,5.5,37,20
2507839,M,5,37,19
2246561,M,4.8,43,18
9598166,M,5,48,18
3699629,M,5.1,40,18
4391616,M,5.4,44,27
4372264,M,5.5,35,26
9256639,M,4.8,50,26
786445,F,5.1,39,27
5272723,F,5.5,48,25
9853389,F,4.9,37,24
9455441,F,4.9,36,28
2447120,F,5.3,42,22
9505541,F,5.5,49,26
864375,F,5.5,48,22
3728774,F,4.9,47,23
3551035,M,5.5,44,27
5789126,M,4.9,43,24
7123724,M,5.5,48,28
7722383,M,4.8,50,13
9665493,M,4.9,43,12
9595923,F,4.8,35,13
4737073,F,5.2,50,12
8884138,F,4.9,39,13
6808287,F,5,44,14
5902991,F,5,36,13
8716380,F,5.4,36,14
2675360,M,4.8,50,21
3925867,M,5.2,50,18
7359712,M,5.1,48,20
1618787,M,5.1,43,19
8985274,M,5,37,18
4937732,M,4.8,39,18
6388108,M,5.4,37,18
6956903,M,5.1,41,27
6253928,M,5.2,47,26
9707424,M,5.4,47,26
5687554,F,5.1,37,27
4276126,F,5.3,35,25
5042982,F,5,40,24
2113654,F,4.8,49,28
774071,F,5.3,40,22
1366505,F,5,37,26
5007485,F,5.3,43,22
2184143,F,4.9,35,23
2662810,M,5.5,41,27
5760597,M,5.2,42,24
3739941,M,4.8,44,28
1502141,M,5,44,13
2237043,M,4.8,49,12
7215837,F,4.9,48,13
4892558,F,4.9,42,12
9089723,F,5.5,44,13
9166377,F,5.5,48,14
420128,F,5.3,41,13
5566925,F,5.1,43,14
852489,M,5.3,49,21
7294520,M,4.8,45,18
5959205,M,5.4,44,20
3563974,M,5.5,37,19
837243,M,5.4,36,18
8475116,M,4.9,46,18
5362404,M,5.5,46,18
1117192,M,5.1,48,27
2691657,M,5,48,26
6391119,M,5.4,42,26
192844,F,4.8,40,27
6621751,F,4.9,42,25
668189,F,5.5,37,24
1311163,F,4.8,37,28
6201963,F,4.8,48,22
1388864,F,4.8,48,26
5750311,F,5.2,37,22
846410,F,5,44,23
851331,M,5,45,27
4856924,M,5,43,24
896276,M,5,49,28
2727057,M,5.1,40,13
4717395,M,5.2,45,12
5672839,F,5.2,39,13
9827701,F,5.2,47,12
3560296,F,5.5,46,13
4781568,F,5.2,41,14
2279331,F,5.3,45,13
8055104,F,5.4,44,14
8648425,M,5.5,40,21
3106057,M,4.8,41,18
1736681,M,5.5,44,20
1508205,M,4.8,50,19
4680869,M,5.5,48,18
2994168,M,5.2,44,18
5133839,M,5.4,50,18
8479546,M,5.4,46,27
5782546,M,5.2,50,26
2962169,M,5.4,48,26
7543787,F,5.5,38,27
2531724,F,4.8,44,25
7176106,F,5.4,46,24
6352629,F,4.9,35,28
1963899,F,4.9,38,22
6177506,F,4.9,39,26
774023,F,5,37,22
2805633,F,4.9,42,23
1627479,M,5.5,39,27
9546764,M,5.5,42,24
1258878,M,4.8,41,28
9280015,M,5,47,13
1641340,M,5.4,46,12
567500,F,4.9,43,13
5144379,F,5,41,12
8558347,F,5.4,39,13
1729316,F,5.4,50,14
1574670,F,5,39,13
8360054,F,5.2,49,14
3792782,M,5.4,49,21
7958790,M,5.5,48,18
9790682,M,5.3,45,20
6547838,M,5,36,19
4847601,M,5.3,44,18
3505721,M,5.4,39,18
9640309,M,5.5,39,18
6922883,M,5.3,47,27
3578466,M,5.4,40,26
8404588,M,5.3,38,26
7841879,F,5,41,27
9241779,F,4.8,42,25
8734175,F,5,40,24
1631387,F,4.8,37,28
1569247,F,4.8,38,22
658311,F,5.1,47,26
763171,F,4.8,48,22
4600092,F,5.4,48,23
9521422,M,5.2,44,27
2776845,M,5.1,43,24
4420267,M,5.2,36,28
8549792,M,5.2,37,13
1513174,M,5.1,37,12
9390741,F,5.2,35,13
6008976,F,4.8,38,12
1537580,F,5,40,13
3633262,F,5,40,14
7570496,F,5,35,13
4501269,F,5.2,48,14
7638077,M,5.2,43,21
5418728,M,4.9,45,18
2772334,M,5,40,20
3697335,M,5.4,39,19
4556872,M,5.3,41,18
2981231,M,4.8,36,18
7034470,M,5,36,18
9071042,M,5.5,47,27
2964621,M,4.9,49,26
1729460,M,5.5,45,26
13965,F,5,47,27
4857175,F,5.4,48,25
8777879,F,5.5,43,24
5814655,F,5.2,47,28
7409032,F,5.1,35,22
99974,F,5.4,48,26
8653015,F,5.3,42,22
4741717,F,5.1,44,23
9292377,M,5.1,41,27
8273303,M,5,46,24
9417843,M,5.4,38,28
1056749,M,4.8,46,13
1516122,M,5.3,41,12
4857034,F,5.5,47,13
6502596,F,5,40,12
3270929,F,4.9,48,13
876162,F,5.5,49,14
7426591,F,5.4,37,13
8311420,F,5,48,14
2665423,M,5,43,21
9776294,M,4.9,36,18
4403943,M,5.4,36,20
8223167,M,5.4,48,19
7111510,M,5.2,37,18
6949460,M,5.4,40,18
8720470,M,5.1,44,18
7654449,M,5.2,45,27
8408103,M,5.4,44,26
117499,M,5.2,36,26
8332249,F,5.5,35,27
1985158,F,5,35,25
3436787,F,5.1,46,24
5815831,F,4.9,39,28
9339692,F,5.2,39,22
3080608,F,5.1,44,26
7844649,F,5.2,43,22
9057409,F,5.2,44,23
1339613,M,4.8,46,27
7746243,M,5.5,45,24
3376307,M,5.3,43,28
4297841,M,5.5,38,13
7832250,M,5.3,42,12
5775846,F,5.3,50,13
3212548,F,4.8,46,12
7974294,F,5.1,38,13
2852668,F,5.2,45,14
7815571,F,5.5,38,13
1511899,F,5.5,36,14
7845934,M,5.4,49,21
6022210,M,5.3,44,18
2049447,M,5.3,48,20
6189382,M,5,35,19
1586722,M,4.9,37,18
1990896,M,5.4,45,18
8475895,M,5.2,44,18
9337549,M,4.9,50,27
806385,M,5.5,49,26
3444359,M,4.9,46,26
2451921,F,5.5,41,27
5861358,F,5.5,43,25
6101496,F,5.2,48,24
7279307,F,5.2,38,28
621732,F,5.5,41,22
1554625,F,5.4,42,26
2861599,F,5,38,22
5376928,F,4.8,40,23
5552911,M,4.8,44,27
2125990,M,5.4,43,24
1951634,M,5.2,35,28
6150060,M,5,44,13
6209948,M,5,47,12
739831,F,5,50,13
9440830,F,5.3,41,12
5911729,F,4.8,41,13
5993825,F,5.3,41,14
6629145,F,4.8,36,13
4214286,F,5.3,49,14
5640238,M,5,38,21
6074728,M,5,49,18
578500,M,5.2,35,20
5938557,M,5.2,42,19
3946176,M,4.8,43,18
4126120,M,5.1,42,18
4487596,M,5.1,43,18
5985386,M,5.3,35,27
6970303,M,4.9,43,26
1194799,M,4.9,49,26
6863990,F,5,50,27
1385141,F,5.3,46,25
7439123,F,5.1,42,24
5225443,F,5.4,41,28
2072784,F,5.3,40,22
8926758,F,4.9,49,26
8862435,F,5,45,22
9173239,F,4.8,49,23
9483051,M,5.5,47,27
398517,M,5.5,39,24
2086533,M,5.3,46,28
1605637,M,5.3,35,13
7528698,M,4.9,47,12
9756388,F,5.3,41,13
2057150,F,5,43,12
4528051,F,5.5,39,13
8853985,F,5,41,14
3517030,F,5.2,39,13
7184601,F,5,48,14
7298946,M,4.9,38,21
2550095,M,5.1,50,18
60938,M,4.8,42,20
2666115,M,5.5,39,19
7882581,M,4.8,39,18
5439108,M,5.5,37,18
8514423,M,5.1,48,18
3263572,M,5.5,35,27
9275491,M,5,35,26
2007324,M,4.9,49,26
9079208,F,5.5,48,27
6224538,F,5.2,47,25
9881592,F,4.9,36,24
9677651,F,4.8,44,28
7087295,F,5.5,50,22
4970116,F,4.8,40,26
7118934,F,5.1,42,22
9113178,F,5.3,35,23
1524821,M,5.2,50,27
6220712,M,5.5,40,24
668247,M,5.1,37,28
4930674,M,5,43,13
9562424,M,5,46,12
5026539,F,5.1,35,13
433745,F,5.2,35,12
3869462,F,5.4,37,13
6765337,F,5.2,40,14
6516918,F,4.8,43,13
2745839,F,5.3,43,14
3870526,M,5.1,47,21
4284478,M,5.4,37,18
2937253,M,4.8,43,20
8422125,M,5,38,19
9356946,M,4.9,39,18
7852411,M,4.8,36,18
1743760,M,4.8,50,18
8044720,M,5.2,50,27
8349521,M,5,43,26
6067573,M,5.3,49,26
9814435,F,5.2,39,27
1785074,F,5.5,47,25
5141256,F,5,44,24
4685487,F,5.3,35,28
3766585,F,5.2,47,22
1620479,F,4.8,50,26
9664704,F,5.4,37,22
9906854,F,5.1,49,23
6097478,M,4.8,46,27
1896525,M,5.3,48,24
4475660,M,4.9,47,28
593236,M,5.2,38,13
2207568,M,5.4,47,12
4199080,F,5.4,50,13
2254865,F,5.4,44,12
1677200,F,5,45,13
8973761,F,5.5,45,14
1948146,F,5.4,40,13
730042,F,4.8,49,14
3251379,M,5,41,21
8652153,M,5.1,39,18
2509272,M,5,36,20
2329150,M,5.4,37,19
4772042,M,5.4,47,18
6053274,M,5.1,37,18
5691101,M,4.9,46,18
2318966,M,5.3,45,27
6945588,M,4.9,37,26
2482745,M,5.2,38,26
7483163,F,4.8,47,27
247827,F,5.2,36,25
5042775,F,5.2,44,24
8443977,F,5.2,41,28
6089545,F,5.2,41,22
7733016,F,5,43,26
9039444,F,4.8,35,22
850393,F,5.2,41,23
9590478,M,5.3,42,27
6952222,M,4.9,50,24
2292451,M,5.5,41,28
3195396,M,4.8,47,13
7836279,M,4.9,48,12
7825619,F,5,49,13
8479542,F,4.9,46,12
1485396,F,5.4,46,13
643399,F,5.3,40,14
1401578,F,4.8,35,13
5077052,F,5.3,46,14
1845987,M,4.8,40,21
1271427,M,5.1,41,18
3807116,M,4.8,41,20
4899115,M,5.5,49,19
2429400,M,5.3,37,18
627086,M,5.4,39,18
1653396,M,5,50,18
10165,M,4.9,42,27
8883295,M,5.2,48,26
4634386,M,5.3,46,26
8515368,F,5.5,44,27
4489260,F,5.3,40,25
8111417,F,5,37,24
6008899,F,4.9,48,28
6727697,F,5.4,49,22
3436877,F,5,39,26
8328213,F,4.9,47,22
4214060,F,5.3,48,23
1478555,M,5,45,27
961647,M,4.8,41,24
3469523,M,5,40,28
8483340,M,4.9,44,13
3768431,M,5.5,37,12
1855104,F,5.3,44,13
953247,F,5.3,50,12
695449,F,5.1,39,13
6719458,F,4.8,45,14
5882996,F,5.4,49,13
5865452,F,5.1,45,14
3179540,M,5.4,46,21
2452568,M,4.9,38,18
5991395,M,5.5,41,20
8531507,M,5.4,38,19
2747156,M,4.9,41,18
1019208,M,4.8,50,18
8900992,M,5.2,46,18
9434165,M,5.1,47,27
5342204,M,5.1,39,26
9705480,M,5.4,45,26
1942151,F,5,35,27
6741755,F,5.5,47,25
5240126,F,5,37,24
9510192,F,5,48,28
1239042,F,5.4,41,22
2885561,F,4.9,42,26
2897911,F,4.9,49,22
6463353,F,5,38,23
2860123,M,5.5,37,27
4572518,M,5,42,24
4443016,M,4.8,36,28
8801043,M,5.1,46,13
680745,M,5.2,44,12
4559344,F,4.9,42,13
3543234,F,5.1,39,12
1521729,F,5,42,13
5545800,F,4.8,36,14
5333056,F,5.2,37,13
7021803,F,5.3,39,14
2032067,M,5,41,21
4778245,M,4.9,39,18
6081027,M,5.2,38,20
5878847,M,5.4,40,19
796143,M,5,42,18
2619440,M,4.9,50,18
1863121,M,5.2,49,18
6412990,M,5.1,39,27
661591,M,5.4,37,26
1121957,M,4.8,39,26
8416092,F,5.1,49,27
5471420,F,5.5,41,25
1270591,F,4.9,49,24
9491292,F,5,49,28
8425956,F,5.3,44,22
425345,F,5.4,35,26
6951677,F,5.2,46,22
7876449,F,5.3,41,23
9849551,M,5.1,40,27
1685113,M,5.2,35,24
2440141,M,5.3,44,28
3763894,M,5,38,13
4252587,M,5.5,46,12
3776871,F,4.8,44,13
4003925,F,5.3,35,12
6035973,F,4.9,40,13
8048947,F,5.2,40,14
6895936,F,5,46,13
2240047,F,5.5,39,14
6773574,M,5.3,38,21
4143447,M,5.5,43,18
3566904,M,5,38,20
3304903,M,5.5,47,19
7308583,M,5.1,49,18
491289,M,5.3,35,18
6626859,M,5.2,46,18
9315122,M,4.9,36,27
1558775,M,5.4,35,26
5791210,M,5.1,49,26
9901837,F,4.9,35,27
9399851,F,5.1,48,25
2813975,F,5.5,38,24
3663400,F,5.3,39,28
3381315,F,5.5,41,22
5080916,F,5.5,48,26
9011574,F,5.3,45,22
6775326,F,5,39,23
1897858,M,5.1,46,27
3393890,M,5.1,36,24
1478644,M,5.1,42,28
3236494,M,5.3,46,13
5980412,M,4.8,46,12
8753517,F,5.2,50,13
3927208,F,5.4,45,12
2136651,F,4.8,38,13
1201080,F,4.8,46,14
6729429,F,5.1,40,13
146256,F,5.4,45,14
2117979,M,5.1,38,21
9881978,M,5.4,43,18
1539980,M,5,44,20
1516233,M,4.9,37,19
890703,M,5.5,36,18
644073,M,5.1,40,18
841343,M,5,48,18
3402075,M,5.5,39,27
7427713,M,4.9,40,26
3629626,M,5.5,48,26
2926644,F,4.9,49,27
3624893,F,5.5,42,25
3580296,F,5.5,49,24
30815,F,5.2,46,28
6591961,F,5.5,50,22
2998006,F,5.4,48,26
8628439,F,5.1,43,22
6772417,F,5.4,42,23
1562784,M,4.8,35,27
2405506,M,4.8,45,24
1333464,M,5.4,40,28
2284708,M,4.9,41,13
1405322,M,4.9,39,12
6305119,F,5.5,35,13
6993373,F,4.9,42,12
2483887,F,4.8,42,13
8157543,F,5,48,14
8472563,F,5.5,40,13
7134387,F,5.2,39,14
21838,M,4.9,47,21
5722169,M,5.4,36,18
3239320,M,5.5,44,20
3348598,M,5.1,35,19
5572877,M,5.2,42,18
8688307,M,5.2,41,18
6000465,M,4.8,44,18
681729,M,4.8,42,27
3828763,M,5.3,48,26
7790777,M,5.1,42,26
2981147,F,5.1,40,27
6387997,F,5.2,46,25
1278705,F,5.4,35,24
5651687,F,4.9,42,28
8858877,F,5.2,41,22
3380511,F,4.9,35,26
739971,F,5.3,47,22
4436631,F,4.8,36,23
6012060,M,5.5,46,27
5456815,M,5.2,46,24
1927025,M,4.9,40,28
7347718,M,5.3,44,13
3194189,M,5.2,42,12
3796950,F,4.9,49,13
8452008,F,5.5,36,12
9124314,F,4.8,46,13
815543,F,5,38,14
8651277,F,4.8,43,13
5953821,F,5.4,36,14
752098,M,5.1,40,21
4464294,M,5.1,43,18
7542470,M,5.1,37,20
4356401,M,5.4,35,19
6128636,M,5.3,35,18
1262339,M,4.8,48,18
2085313,M,5.3,48,18
9414662,M,5.1,47,27
6326174,M,4.8,36,26
2873585,M,4.8,41,26
9673577,F,5.2,37,27
2347283,F,5.2,49,25
715006,F,5.5,46,24
9131421,F,5.2,41,28
3209134,F,5.4,36,22
2148825,F,5.3,50,26
6363919,F,4.8,42,22
1044914,F,5.2,42,23
9245760,M,5,40,27
1238732,M,4.8,44,24
2500081,M,5,41,28
9062610,M,5,50,13
993063,M,5,37,12
3072873,F,5.3,38,13
3812891,F,5.2,46,12
7297235,F,5.5,49,13
2025507,F,5.3,38,14
8439868,F,5.1,37,13
307453,F,5.5,38,14
1051774,M,5.2,47,21
9378975,M,4.9,48,18
4077483,M,4.9,44,20
3483906,M,4.9,39,19
382674,M,5.1,41,18
7271655,M,4.9,48,18
4829541,M,5,40,18
5558105,M,5,41,27
