STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
CHHATTISGARH,2007,House Wife,0,0,0,0,0,0,3,423,270,106,46,848,848
CHHATTISGARH,2007,Service (Government),0,9,12,13,0,34,0,1,3,0,0,4,38
CHHATTISGARH,2007,Service (Private),0,74,83,51,5,213,0,9,9,2,0,20,233
CHHATTISGARH,2007,Public Sector Undertaking,0,8,11,3,0,22,0,1,1,0,0,2,24
CHHATTISGARH,2007,Student,32,94,46,0,0,172,26,78,3,0,0,107,279
CHHATTISGARH,2007,Unemployed,0,119,43,11,4,177,1,9,4,0,0,14,191
CHHATTISGARH,2007,Self-employed (Business activity),0,36,64,24,8,132,0,1,2,0,0,3,135
CHHATTISGARH,2007,Professional Activity,0,31,43,18,11,103,0,2,2,1,1,6,109
CHHATTISGARH,2007,Farming/Agriculture Activity,2,359,458,310,135,1264,5,136,96,78,14,329,1593
CHHATTISGARH,2007,Others (Please Specify),2,131,151,139,87,510,4,43,65,28,14,154,664
CHHATTISGARH,2007,Retired Person,0,0,0,1,1,2,0,0,0,0,0,0,2
CHHATTISGARH,2007,Others (Please Specify),42,186,212,118,69,627,20,28,21,17,10,96,723
CHHATTISGARH,2007,Total,78,1047,1123,688,320,3256,59,731,476,232,85,1583,4839
CHHATTISGARH,2007,Total Salaried,0,91,106,67,5,269,0,11,13,2,0,26,295
CHHATTISGARH,2007,Total Self-employed,4,557,716,491,241,2009,9,182,165,107,29,492,2501
GOA,2007,House Wife,0,0,0,0,0,0,0,24,20,11,4,59,59
GOA,2007,Service (Government),0,0,2,1,0,3,0,0,1,2,0,3,6
GOA,2007,Service (Private),0,19,23,11,2,55,0,7,1,1,0,9,64
GOA,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2007,Student,1,10,3,0,0,14,1,3,0,0,0,4,18
GOA,2007,Unemployed,0,16,29,15,7,67,0,12,2,0,0,14,81
GOA,2007,Self-employed (Business activity),0,3,7,4,2,16,0,0,0,0,0,0,16
GOA,2007,Professional Activity,0,1,0,0,0,1,0,0,0,0,0,0,1
GOA,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2007,Others (Please Specify),0,2,1,0,1,4,0,0,0,0,0,0,4
GOA,2007,Retired Person,0,0,0,4,6,10,0,0,0,0,0,0,10
GOA,2007,Others (Please Specify),0,3,4,1,0,8,1,1,1,0,0,3,11
GOA,2007,Total,1,54,69,36,18,178,2,47,25,14,4,92,270
GOA,2007,Total Salaried,0,19,25,12,2,58,0,7,2,3,0,12,70
GOA,2007,Total Self-employed,0,6,8,4,3,21,0,0,0,0,0,0,21
GUJARAT,2007,House Wife,0,0,0,0,0,0,2,729,540,235,107,1613,1613
GUJARAT,2007,Service (Government),0,29,37,19,0,85,0,8,7,4,1,20,105
GUJARAT,2007,Service (Private),0,190,215,105,6,516,1,26,19,8,1,55,571
GUJARAT,2007,Public Sector Undertaking,0,37,59,42,2,140,0,7,7,1,0,15,155
GUJARAT,2007,Student,23,123,6,3,0,155,26,102,17,3,0,148,303
GUJARAT,2007,Unemployed,1,179,182,73,8,443,1,23,22,9,2,57,500
GUJARAT,2007,Self-employed (Business activity),0,69,110,80,11,270,0,4,2,0,0,6,276
GUJARAT,2007,Professional Activity,0,179,173,79,23,454,0,16,15,5,1,37,491
GUJARAT,2007,Farming/Agriculture Activity,0,60,128,81,20,289,0,12,8,5,3,28,317
GUJARAT,2007,Others (Please Specify),2,195,232,101,24,554,0,48,26,11,7,92,646
GUJARAT,2007,Retired Person,0,20,23,34,98,175,0,7,0,14,28,49,224
GUJARAT,2007,Others (Please Specify),7,108,101,56,22,294,5,30,25,16,9,85,379
GUJARAT,2007,Total,33,1189,1266,673,214,3375,35,1012,688,311,159,2205,5580
GUJARAT,2007,Total Salaried,0,256,311,166,8,741,1,41,33,13,2,90,831
GUJARAT,2007,Total Self-employed,2,503,643,341,78,1567,0,80,51,21,11,163,1730
HARYANA,2007,House Wife,0,0,0,0,0,0,0,193,110,37,16,356,356
HARYANA,2007,Service (Government),0,18,25,20,1,64,0,12,3,0,0,15,79
HARYANA,2007,Service (Private),0,99,95,28,2,224,0,18,4,0,0,22,246
HARYANA,2007,Public Sector Undertaking,0,29,42,4,0,75,0,5,6,1,0,12,87
HARYANA,2007,Student,8,68,4,0,0,80,4,34,3,1,0,42,122
HARYANA,2007,Unemployed,2,111,108,32,6,259,0,5,12,6,0,23,282
HARYANA,2007,Self-employed (Business activity),0,24,30,23,9,86,0,0,1,1,0,2,88
HARYANA,2007,Professional Activity,0,5,23,29,0,57,0,0,0,0,0,0,57
HARYANA,2007,Farming/Agriculture Activity,0,68,63,37,11,179,0,0,0,0,0,0,179
HARYANA,2007,Others (Please Specify),1,50,37,24,9,121,1,10,23,6,2,42,163
HARYANA,2007,Retired Person,0,13,26,16,18,73,0,1,0,0,1,2,75
HARYANA,2007,Others (Please Specify),17,175,267,127,48,634,3,35,10,13,4,65,699
HARYANA,2007,Total,28,660,720,340,104,1852,8,313,172,65,23,581,2433
HARYANA,2007,Total Salaried,0,146,162,52,3,363,0,35,13,1,0,49,412
HARYANA,2007,Total Self-employed,1,147,153,113,29,443,1,10,24,7,2,44,487
HIMACHAL PRADESH,2007,House Wife,0,0,0,0,0,0,0,31,16,5,4,56,56
HIMACHAL PRADESH,2007,Service (Government),0,2,7,2,0,11,0,0,0,0,0,0,11
HIMACHAL PRADESH,2007,Service (Private),0,18,21,6,1,46,0,1,2,1,0,4,50
HIMACHAL PRADESH,2007,Public Sector Undertaking,0,4,3,4,1,12,0,1,2,0,0,3,15
HIMACHAL PRADESH,2007,Student,2,11,0,0,0,13,0,20,2,0,0,22,35
HIMACHAL PRADESH,2007,Unemployed,0,12,7,3,1,23,0,2,2,0,0,4,27
HIMACHAL PRADESH,2007,Self-employed (Business activity),0,6,10,7,2,25,0,1,2,0,0,3,28
HIMACHAL PRADESH,2007,Professional Activity,0,2,4,1,1,8,0,0,1,1,0,2,10
HIMACHAL PRADESH,2007,Farming/Agriculture Activity,0,0,11,3,0,14,0,0,1,0,0,1,15
HIMACHAL PRADESH,2007,Others (Please Specify),0,20,17,9,20,66,0,5,7,3,8,23,89
HIMACHAL PRADESH,2007,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
HIMACHAL PRADESH,2007,Others (Please Specify),0,17,18,3,1,39,0,11,11,1,3,26,65
HIMACHAL PRADESH,2007,Total,2,92,98,38,28,258,0,72,46,11,15,144,402
HIMACHAL PRADESH,2007,Total Salaried,0,24,31,12,2,69,0,2,4,1,0,7,76
HIMACHAL PRADESH,2007,Total Self-employed,0,28,42,20,23,113,0,6,11,4,8,29,142
JAMMU & KASHMIR,2007,House Wife,0,0,0,0,0,0,0,26,21,4,2,53,53
JAMMU & KASHMIR,2007,Service (Government),0,5,6,1,0,12,0,1,1,0,0,2,14
JAMMU & KASHMIR,2007,Service (Private),0,2,5,3,0,10,0,1,0,0,0,1,11
JAMMU & KASHMIR,2007,Public Sector Undertaking,0,4,1,0,0,5,0,2,0,0,0,2,7
JAMMU & KASHMIR,2007,Student,0,13,1,0,0,14,0,10,0,0,0,10,24
JAMMU & KASHMIR,2007,Unemployed,0,16,5,4,0,25,0,3,0,0,0,3,28
JAMMU & KASHMIR,2007,Self-employed (Business activity),0,1,1,1,0,3,0,0,0,0,0,0,3
JAMMU & KASHMIR,2007,Professional Activity,0,2,1,0,0,3,0,0,0,0,0,0,3
JAMMU & KASHMIR,2007,Farming/Agriculture Activity,0,9,10,9,3,31,0,1,1,0,0,2,33
JAMMU & KASHMIR,2007,Others (Please Specify),0,4,11,0,1,16,0,1,0,0,0,1,17
JAMMU & KASHMIR,2007,Retired Person,0,0,1,1,2,4,0,0,0,0,0,0,4
JAMMU & KASHMIR,2007,Others (Please Specify),0,9,15,4,2,30,0,6,1,0,0,7,37
JAMMU & KASHMIR,2007,Total,0,65,57,23,8,153,0,51,24,4,2,81,234
JAMMU & KASHMIR,2007,Total Salaried,0,11,12,4,0,27,0,4,1,0,0,5,32
JAMMU & KASHMIR,2007,Total Self-employed,0,16,23,10,4,53,0,2,1,0,0,3,56
JHARKHAND,2007,House Wife,0,0,0,0,0,0,3,87,77,30,8,205,205
JHARKHAND,2007,Service (Government),0,6,5,6,2,19,0,0,0,1,0,1,20
JHARKHAND,2007,Service (Private),4,28,36,9,3,80,0,0,4,0,0,4,84
JHARKHAND,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2007,Student,24,33,10,0,0,67,10,23,2,0,0,35,102
JHARKHAND,2007,Unemployed,0,40,26,12,1,79,0,8,8,0,0,16,95
JHARKHAND,2007,Self-employed (Business activity),1,15,19,14,0,49,0,0,3,1,0,4,53
JHARKHAND,2007,Professional Activity,0,2,27,10,1,40,0,0,2,0,0,2,42
JHARKHAND,2007,Farming/Agriculture Activity,0,28,40,28,5,101,1,7,3,1,0,12,113
JHARKHAND,2007,Others (Please Specify),0,22,24,21,5,72,1,22,18,6,2,49,121
JHARKHAND,2007,Retired Person,0,0,1,0,18,19,0,0,0,0,0,0,19
JHARKHAND,2007,Others (Please Specify),17,87,128,97,25,354,7,31,18,15,10,81,435
JHARKHAND,2007,Total,46,261,316,197,60,880,22,178,135,54,20,409,1289
JHARKHAND,2007,Total Salaried,4,34,41,15,5,99,0,0,4,1,0,5,104
JHARKHAND,2007,Total Self-employed,1,67,110,73,11,262,2,29,26,8,2,67,329
KARNATAKA,2007,House Wife,0,0,0,0,0,0,1,656,611,382,152,1802,1802
KARNATAKA,2007,Service (Government),0,58,53,67,1,179,0,11,9,5,3,28,207
KARNATAKA,2007,Service (Private),0,273,332,248,49,902,1,114,36,18,5,174,1076
KARNATAKA,2007,Public Sector Undertaking,0,54,68,36,18,176,0,9,9,9,0,27,203
KARNATAKA,2007,Student,51,177,18,0,0,246,58,193,10,0,0,261,507
KARNATAKA,2007,Unemployed,0,137,185,106,22,450,6,63,21,11,1,102,552
KARNATAKA,2007,Self-employed (Business activity),0,102,176,123,20,421,0,26,24,11,2,63,484
KARNATAKA,2007,Professional Activity,0,37,82,58,10,187,0,3,4,0,0,7,194
KARNATAKA,2007,Farming/Agriculture Activity,0,311,655,595,211,1772,7,112,125,91,28,363,2135
KARNATAKA,2007,Others (Please Specify),18,514,763,670,168,2133,16,158,220,133,14,541,2674
KARNATAKA,2007,Retired Person,0,0,1,10,36,47,0,0,0,0,4,4,51
KARNATAKA,2007,Others (Please Specify),40,491,651,506,191,1879,38,178,166,93,65,540,2419
KARNATAKA,2007,Total,109,2154,2984,2419,726,8392,127,1523,1235,753,274,3912,12304
KARNATAKA,2007,Total Salaried,0,385,453,351,68,1257,1,134,54,32,8,229,1486
KARNATAKA,2007,Total Self-employed,18,964,1676,1446,409,4513,23,299,373,235,44,974,5487
KERALA,2007,House Wife,0,0,0,0,0,0,0,289,394,433,210,1326,1326
KERALA,2007,Service (Government),0,2,34,52,0,88,0,0,5,6,0,11,99
KERALA,2007,Service (Private),0,34,209,135,12,390,0,21,33,24,0,78,468
KERALA,2007,Public Sector Undertaking,0,3,32,50,6,91,0,2,5,6,0,13,104
KERALA,2007,Student,33,82,0,0,0,115,34,124,2,0,0,160,275
KERALA,2007,Unemployed,0,209,325,135,3,672,0,72,66,28,8,174,846
KERALA,2007,Self-employed (Business activity),0,51,136,200,39,426,0,0,1,6,0,7,433
KERALA,2007,Professional Activity,0,38,79,69,8,194,0,4,3,4,1,12,206
KERALA,2007,Farming/Agriculture Activity,0,102,290,508,258,1158,0,13,21,25,15,74,1232
KERALA,2007,Others (Please Specify),0,396,662,677,413,2148,4,65,95,76,85,325,2473
KERALA,2007,Retired Person,0,0,0,20,68,88,0,0,0,0,6,6,94
KERALA,2007,Others (Please Specify),15,180,302,427,294,1218,5,20,56,39,68,188,1406
KERALA,2007,Total,48,1097,2069,2273,1101,6588,43,610,681,647,393,2374,8962
KERALA,2007,Total Salaried,0,39,275,237,18,569,0,23,43,36,0,102,671
KERALA,2007,Total Self-employed,0,587,1167,1454,718,3926,4,82,120,111,101,418,4344
MADHYA PRADESH,2007,House Wife,0,0,0,0,0,0,17,1128,511,165,86,1907,1907
MADHYA PRADESH,2007,Service (Government),0,20,18,31,1,70,0,8,6,1,2,17,87
MADHYA PRADESH,2007,Service (Private),11,63,53,35,7,169,1,45,25,8,1,80,249
MADHYA PRADESH,2007,Public Sector Undertaking,0,65,47,26,1,139,1,44,11,9,0,65,204
MADHYA PRADESH,2007,Student,34,155,2,0,0,191,32,98,0,1,4,135,326
MADHYA PRADESH,2007,Unemployed,2,124,81,37,14,258,0,21,7,0,0,28,286
MADHYA PRADESH,2007,Self-employed (Business activity),0,110,116,73,13,312,0,33,17,2,1,53,365
MADHYA PRADESH,2007,Professional Activity,0,75,62,33,12,182,0,11,1,0,0,12,194
MADHYA PRADESH,2007,Farming/Agriculture Activity,26,335,376,223,105,1065,8,104,67,15,4,198,1263
MADHYA PRADESH,2007,Others (Please Specify),3,242,217,129,66,657,35,128,55,13,14,245,902
MADHYA PRADESH,2007,Retired Person,0,2,9,5,4,20,2,0,0,0,0,2,22
MADHYA PRADESH,2007,Others (Please Specify),17,122,145,84,39,407,16,53,26,15,7,117,524
MADHYA PRADESH,2007,Total,93,1313,1126,676,262,3470,112,1673,726,229,119,2859,6329
MADHYA PRADESH,2007,Total Salaried,11,148,118,92,9,378,2,97,42,18,3,162,540
MADHYA PRADESH,2007,Total Self-employed,29,762,771,458,196,2216,43,276,140,30,19,508,2724
MAHARASHTRA,2007,House Wife,0,0,0,0,0,0,4,1880,1031,410,238,3563,3563
MAHARASHTRA,2007,Service (Government),0,41,90,78,2,211,0,11,3,1,0,15,226
MAHARASHTRA,2007,Service (Private),0,444,616,356,36,1452,0,80,47,11,0,138,1590
MAHARASHTRA,2007,Public Sector Undertaking,0,31,44,37,3,115,0,11,4,5,0,20,135
MAHARASHTRA,2007,Student,41,355,8,0,0,404,69,319,1,0,0,389,793
MAHARASHTRA,2007,Unemployed,0,429,355,162,32,978,0,51,7,2,1,61,1039
MAHARASHTRA,2007,Self-employed (Business activity),0,108,194,104,28,434,0,3,6,1,0,10,444
MAHARASHTRA,2007,Professional Activity,0,168,291,165,57,681,0,27,18,12,9,66,747
MAHARASHTRA,2007,Farming/Agriculture Activity,0,908,1498,1038,524,3968,0,131,73,37,29,270,4238
MAHARASHTRA,2007,Others (Please Specify),0,533,797,453,216,1999,1,103,63,32,12,211,2210
MAHARASHTRA,2007,Retired Person,0,0,1,27,118,146,0,0,7,3,7,17,163
MAHARASHTRA,2007,Others (Please Specify),1,5,14,5,7,32,0,2,1,1,0,4,36
MAHARASHTRA,2007,Total,42,3022,3908,2425,1023,10420,74,2618,1261,515,296,4764,15184
MAHARASHTRA,2007,Total Salaried,0,516,750,471,41,1778,0,102,54,17,0,173,1951
MAHARASHTRA,2007,Total Self-employed,0,1717,2780,1760,825,7082,1,264,160,82,50,557,7639
MANIPUR,2007,House Wife,0,0,0,0,0,0,0,3,5,1,0,9,9
MANIPUR,2007,Service (Government),0,0,8,2,0,10,0,0,0,0,0,0,10
MANIPUR,2007,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2007,Student,1,4,0,0,0,5,0,1,0,0,0,1,6
MANIPUR,2007,Unemployed,0,2,6,1,0,9,0,0,1,0,0,1,10
MANIPUR,2007,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2007,Others (Please Specify),0,0,2,0,0,2,0,0,0,0,0,0,2
MANIPUR,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2007,Others (Please Specify),0,1,1,0,0,2,0,0,0,0,0,0,2
MANIPUR,2007,Total,1,7,17,3,0,28,0,4,6,1,0,11,39
MANIPUR,2007,Total Salaried,0,0,8,2,0,10,0,0,0,0,0,0,10
MANIPUR,2007,Total Self-employed,0,0,2,0,0,2,0,0,0,0,0,0,2
MEGHALAYA,2007,House Wife,0,0,0,0,0,0,0,2,4,0,0,6,6
MEGHALAYA,2007,Service (Government),0,3,2,1,0,6,0,1,0,0,0,1,7
MEGHALAYA,2007,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,Public Sector Undertaking,0,0,0,1,0,1,0,0,0,0,0,0,1
MEGHALAYA,2007,Student,1,9,0,0,0,10,0,5,2,0,0,7,17
MEGHALAYA,2007,Unemployed,0,3,6,0,1,10,0,2,0,0,0,2,12
MEGHALAYA,2007,Self-employed (Business activity),0,4,4,1,0,9,0,0,0,0,0,0,9
MEGHALAYA,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,Farming/Agriculture Activity,0,7,4,1,2,14,0,2,2,0,0,4,18
MEGHALAYA,2007,Others (Please Specify),0,0,3,3,0,6,0,0,1,0,0,1,7
MEGHALAYA,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,Others (Please Specify),0,2,2,0,0,4,0,3,3,0,0,6,10
MEGHALAYA,2007,Total,1,28,21,7,3,60,0,15,12,0,0,27,87
MEGHALAYA,2007,Total Salaried,0,3,2,2,0,7,0,1,0,0,0,1,8
MEGHALAYA,2007,Total Self-employed,0,11,11,5,2,29,0,2,3,0,0,5,34
MIZORAM,2007,House Wife,0,0,0,0,0,0,0,0,1,2,0,3,3
MIZORAM,2007,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Others (Please Specify),1,9,8,2,2,22,0,1,2,0,0,3,25
MIZORAM,2007,Total,1,9,8,2,2,22,0,1,3,2,0,6,28
MIZORAM,2007,Total Salaried,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,House Wife,0,0,0,0,0,0,0,1,4,0,0,5,5
NAGALAND,2007,Service (Government),0,1,0,4,0,5,0,0,0,0,0,0,5
NAGALAND,2007,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,Unemployed,0,0,2,0,0,2,0,0,0,0,0,0,2
NAGALAND,2007,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,Others (Please Specify),0,1,3,0,0,4,0,1,0,0,0,1,5
NAGALAND,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,Others (Please Specify),0,2,3,1,0,6,0,1,0,0,0,1,7
NAGALAND,2007,Total,0,4,8,5,0,17,0,3,4,0,0,7,24
NAGALAND,2007,Total Salaried,0,1,0,4,0,5,0,0,0,0,0,0,5
NAGALAND,2007,Total Self-employed,0,1,3,0,0,4,0,1,0,0,0,1,5
ODISHA,2007,House Wife,0,0,0,0,0,0,0,322,212,66,14,614,614
ODISHA,2007,Service (Government),0,6,8,12,0,26,0,1,5,0,0,6,32
ODISHA,2007,Service (Private),0,82,82,48,2,214,0,26,31,29,3,89,303
ODISHA,2007,Public Sector Undertaking,0,34,48,26,4,112,0,17,3,8,0,28,140
ODISHA,2007,Student,26,109,0,0,0,135,24,75,0,0,0,99,234
ODISHA,2007,Unemployed,12,98,62,40,12,224,5,93,73,5,1,177,401
ODISHA,2007,Self-employed (Business activity),0,75,161,77,23,336,0,6,4,2,0,12,348
ODISHA,2007,Professional Activity,0,29,29,21,3,82,0,6,16,3,0,25,107
ODISHA,2007,Farming/Agriculture Activity,2,42,61,48,17,170,3,17,21,16,13,70,240
ODISHA,2007,Others (Please Specify),26,209,226,142,81,684,30,201,97,46,18,392,1076
ODISHA,2007,Retired Person,0,0,0,6,25,31,0,0,0,0,5,5,36
ODISHA,2007,Others (Please Specify),11,92,171,121,79,474,8,114,94,68,19,303,777
ODISHA,2007,Total,77,776,848,541,246,2488,70,878,556,243,73,1820,4308
ODISHA,2007,Total Salaried,0,122,138,86,6,352,0,44,39,37,3,123,475
ODISHA,2007,Total Self-employed,28,355,477,288,124,1272,33,230,138,67,31,499,1771
PUNJAB,2007,House Wife,0,0,0,0,0,0,0,62,53,13,4,132,132
PUNJAB,2007,Service (Government),0,9,9,9,0,27,0,1,1,1,0,3,30
PUNJAB,2007,Service (Private),0,22,28,13,0,63,0,3,0,0,0,3,66
PUNJAB,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
