STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
HARYANA,2008,Student,10,78,3,1,0,92,15,28,0,0,0,43,135
HARYANA,2008,Unemployed,0,47,75,30,7,159,0,6,12,5,1,24,183
HARYANA,2008,Self-employed (Business activity),0,15,16,7,0,38,0,3,0,0,0,3,41
HARYANA,2008,Professional Activity,0,12,28,9,1,50,0,0,0,0,0,0,50
HARYANA,2008,Farming/Agriculture Activity,0,34,62,36,18,150,0,0,0,0,0,0,150
HARYANA,2008,Others (Please Specify),0,42,57,18,6,123,0,9,8,4,0,21,144
HARYANA,2008,Retired Person,0,1,0,0,7,8,0,2,0,2,0,4,12
HARYANA,2008,Others (Please Specify),37,293,359,158,86,933,24,52,97,22,8,203,1136
HARYANA,2008,Total,47,687,774,322,144,1974,39,274,255,85,29,682,2656
HARYANA,2008,Total Salaried,0,165,174,63,19,421,0,15,3,0,0,18,439
HARYANA,2008,Total Self-employed,0,103,163,70,25,361,0,12,8,4,0,24,385
HIMACHAL PRADESH,2008,House Wife,0,0,0,0,0,0,0,38,29,11,9,87,87
HIMACHAL PRADESH,2008,Service (Government),0,6,5,8,0,19,0,1,0,1,0,2,21
HIMACHAL PRADESH,2008,Service (Private),0,20,10,8,1,39,0,3,5,1,1,10,49
HIMACHAL PRADESH,2008,Public Sector Undertaking,0,6,5,4,1,16,0,4,1,2,0,7,23
HIMACHAL PRADESH,2008,Student,3,17,0,0,0,20,5,10,0,1,0,16,36
HIMACHAL PRADESH,2008,Unemployed,0,16,11,2,0,29,0,9,0,0,0,9,38
HIMACHAL PRADESH,2008,Self-employed (Business activity),0,5,13,8,5,31,0,0,1,0,0,1,32
HIMACHAL PRADESH,2008,Professional Activity,0,3,3,3,0,9,0,1,2,1,1,5,14
HIMACHAL PRADESH,2008,Farming/Agriculture Activity,3,36,42,46,23,150,3,14,10,4,7,38,188
HIMACHAL PRADESH,2008,Others (Please Specify),0,22,16,22,6,66,2,10,4,2,0,18,84
HIMACHAL PRADESH,2008,Retired Person,0,0,0,1,2,3,0,0,0,0,0,0,3
HIMACHAL PRADESH,2008,Others (Please Specify),0,9,10,14,2,35,0,13,5,2,0,20,55
HIMACHAL PRADESH,2008,Total,6,140,115,116,40,417,10,103,57,25,18,213,630
HIMACHAL PRADESH,2008,Total Salaried,0,32,20,20,2,74,0,8,6,4,1,19,93
HIMACHAL PRADESH,2008,Total Self-employed,3,66,74,79,34,256,5,25,17,7,8,62,318
JAMMU & KASHMIR,2008,House Wife,0,0,0,0,0,0,0,38,36,1,0,75,75
JAMMU & KASHMIR,2008,Service (Government),0,4,12,9,0,25,0,1,2,0,0,3,28
JAMMU & KASHMIR,2008,Service (Private),0,5,11,6,0,22,0,2,3,0,0,5,27
JAMMU & KASHMIR,2008,Public Sector Undertaking,0,1,5,13,1,20,0,1,0,0,0,1,21
JAMMU & KASHMIR,2008,Student,0,7,0,0,0,7,1,8,0,0,0,9,16
JAMMU & KASHMIR,2008,Unemployed,0,16,19,1,1,37,0,12,2,0,0,14,51
JAMMU & KASHMIR,2008,Self-employed (Business activity),0,0,3,2,1,6,0,0,0,0,0,0,6
JAMMU & KASHMIR,2008,Professional Activity,0,0,1,2,1,4,0,0,0,0,0,0,4
JAMMU & KASHMIR,2008,Farming/Agriculture Activity,0,2,1,1,0,4,0,2,0,0,0,2,6
JAMMU & KASHMIR,2008,Others (Please Specify),0,11,6,3,3,23,0,9,3,0,0,12,35
JAMMU & KASHMIR,2008,Retired Person,0,0,0,0,6,6,0,0,0,0,0,0,6
JAMMU & KASHMIR,2008,Others (Please Specify),1,10,5,4,3,23,0,7,5,0,0,12,35
JAMMU & KASHMIR,2008,Total,1,56,63,41,16,177,1,80,51,1,0,133,310
JAMMU & KASHMIR,2008,Total Salaried,0,10,28,28,1,67,0,4,5,0,0,9,76
JAMMU & KASHMIR,2008,Total Self-employed,0,13,11,8,5,37,0,11,3,0,0,14,51
JHARKHAND,2008,House Wife,0,0,0,0,0,0,1,58,67,41,3,170,170
JHARKHAND,2008,Service (Government),0,2,7,3,0,12,0,0,0,1,0,1,13
JHARKHAND,2008,Service (Private),0,8,19,4,0,31,0,0,4,0,0,4,35
JHARKHAND,2008,Public Sector Undertaking,0,5,7,2,0,14,0,0,0,0,0,0,14
JHARKHAND,2008,Student,8,52,1,0,0,61,13,26,1,0,0,40,101
JHARKHAND,2008,Unemployed,0,17,18,10,5,50,1,3,6,0,0,10,60
JHARKHAND,2008,Self-employed (Business activity),0,4,18,10,0,32,0,3,0,0,0,3,35
JHARKHAND,2008,Professional Activity,0,1,32,10,0,43,5,0,0,0,0,5,48
JHARKHAND,2008,Farming/Agriculture Activity,3,17,18,23,3,64,2,2,2,1,0,7,71
JHARKHAND,2008,Others (Please Specify),8,25,42,25,6,106,1,2,11,0,1,15,121
JHARKHAND,2008,Retired Person,0,0,0,0,4,4,0,0,0,0,0,0,4
JHARKHAND,2008,Others (Please Specify),1,40,76,47,21,185,8,19,17,7,3,54,239
JHARKHAND,2008,Total,20,171,238,134,39,602,31,113,108,50,7,309,911
JHARKHAND,2008,Total Salaried,0,15,33,9,0,57,0,0,4,1,0,5,62
JHARKHAND,2008,Total Self-employed,11,47,110,68,9,245,8,7,13,1,1,30,275
KARNATAKA,2008,House Wife,0,0,0,0,0,0,3,658,587,291,114,1653,1653
KARNATAKA,2008,Service (Government),0,53,57,84,2,196,0,21,19,7,6,53,249
KARNATAKA,2008,Service (Private),0,279,417,311,47,1054,5,120,50,15,22,212,1266
KARNATAKA,2008,Public Sector Undertaking,0,60,77,75,23,235,1,46,6,10,6,69,304
KARNATAKA,2008,Student,24,180,19,18,2,243,25,176,11,0,0,212,455
KARNATAKA,2008,Unemployed,0,146,153,78,24,401,2,45,35,11,0,93,494
KARNATAKA,2008,Self-employed (Business activity),0,149,248,115,32,544,0,13,14,9,4,40,584
KARNATAKA,2008,Professional Activity,0,30,31,52,5,118,0,16,3,2,1,22,140
KARNATAKA,2008,Farming/Agriculture Activity,0,255,570,435,179,1439,0,99,120,59,20,298,1737
KARNATAKA,2008,Others (Please Specify),11,395,664,577,267,1914,16,161,117,101,65,460,2374
KARNATAKA,2008,Retired Person,0,0,4,12,35,51,0,1,0,1,4,6,57
KARNATAKA,2008,Others (Please Specify),19,651,630,546,175,2021,28,301,299,184,76,888,2909
KARNATAKA,2008,Total,54,2198,2870,2303,791,8216,80,1657,1261,690,318,4006,12222
KARNATAKA,2008,Total Salaried,0,392,551,470,72,1485,6,187,75,32,34,334,1819
KARNATAKA,2008,Total Self-employed,11,829,1513,1179,483,4015,16,289,254,171,90,820,4835
KERALA,2008,House Wife,0,0,0,0,0,0,0,258,435,376,251,1320,1320
KERALA,2008,Service (Government),0,3,27,36,1,67,0,1,7,5,0,13,80
KERALA,2008,Service (Private),0,52,176,147,14,389,0,23,28,25,1,77,466
KERALA,2008,Public Sector Undertaking,0,4,35,37,0,76,0,3,4,3,0,10,86
KERALA,2008,Student,25,66,0,0,0,91,38,157,0,0,0,195,286
KERALA,2008,Unemployed,0,180,294,131,63,668,0,71,46,35,11,163,831
KERALA,2008,Self-employed (Business activity),0,36,110,173,55,374,0,1,2,6,0,9,383
KERALA,2008,Professional Activity,0,32,57,48,11,148,0,2,5,3,0,10,158
KERALA,2008,Farming/Agriculture Activity,0,71,219,294,184,768,0,8,11,23,10,52,820
KERALA,2008,Others (Please Specify),0,328,574,607,320,1829,1,95,99,90,47,332,2161
KERALA,2008,Retired Person,0,0,1,23,76,100,0,0,0,1,8,9,109
KERALA,2008,Others (Please Specify),1,244,555,505,315,1620,3,47,55,70,74,249,1869
KERALA,2008,Total,26,1016,2048,2001,1039,6130,42,666,692,637,402,2439,8569
KERALA,2008,Total Salaried,0,59,238,220,15,532,0,27,39,33,1,100,632
KERALA,2008,Total Self-employed,0,467,960,1122,570,3119,1,106,117,122,57,403,3522
MADHYA PRADESH,2008,House Wife,0,0,0,0,0,0,6,1204,593,215,55,2073,2073
MADHYA PRADESH,2008,Service (Government),0,60,66,56,0,182,0,22,26,0,0,48,230
MADHYA PRADESH,2008,Service (Private),2,132,142,55,6,337,0,26,69,5,0,100,437
MADHYA PRADESH,2008,Public Sector Undertaking,0,69,73,73,13,228,0,3,6,0,0,9,237
MADHYA PRADESH,2008,Student,29,180,26,6,0,241,50,128,1,0,0,179,420
MADHYA PRADESH,2008,Unemployed,1,146,78,48,5,278,0,38,15,0,0,53,331
MADHYA PRADESH,2008,Self-employed (Business activity),1,103,148,43,12,307,0,14,8,2,0,24,331
MADHYA PRADESH,2008,Professional Activity,2,62,86,48,4,202,0,19,10,4,0,33,235
MADHYA PRADESH,2008,Farming/Agriculture Activity,6,437,389,204,136,1172,2,106,68,21,10,207,1379
MADHYA PRADESH,2008,Others (Please Specify),21,250,308,206,160,945,10,154,87,37,23,311,1256
MADHYA PRADESH,2008,Retired Person,0,3,2,0,13,18,0,0,0,0,0,0,18
MADHYA PRADESH,2008,Others (Please Specify),13,150,183,76,33,455,12,119,62,21,13,227,682
MADHYA PRADESH,2008,Total,75,1592,1501,815,382,4365,80,1833,945,305,101,3264,7629
MADHYA PRADESH,2008,Total Salaried,2,261,281,184,19,747,0,51,101,5,0,157,904
MADHYA PRADESH,2008,Total Self-employed,30,852,931,501,312,2626,12,293,173,64,33,575,3201
MAHARASHTRA,2008,House Wife,0,0,0,0,0,0,7,1744,1017,369,247,3384,3384
MAHARASHTRA,2008,Service (Government),0,28,61,58,0,147,0,6,4,0,0,10,157
MAHARASHTRA,2008,Service (Private),0,476,693,360,31,1560,0,65,23,5,0,93,1653
MAHARASHTRA,2008,Public Sector Undertaking,0,59,66,44,9,178,1,13,4,0,0,18,196
MAHARASHTRA,2008,Student,44,355,8,0,0,407,57,290,3,0,0,350,757
MAHARASHTRA,2008,Unemployed,2,353,284,134,23,796,0,56,19,1,1,77,873
MAHARASHTRA,2008,Self-employed (Business activity),0,111,191,125,31,458,0,8,3,0,0,11,469
MAHARASHTRA,2008,Professional Activity,0,136,183,111,51,481,0,27,24,6,2,59,540
MAHARASHTRA,2008,Farming/Agriculture Activity,0,856,1392,935,390,3573,2,89,92,31,15,229,3802
MAHARASHTRA,2008,Others (Please Specify),0,623,778,418,181,2000,1,105,56,43,14,219,2219
MAHARASHTRA,2008,Retired Person,0,0,0,20,100,120,0,0,1,2,10,13,133
MAHARASHTRA,2008,Others (Please Specify),1,39,69,42,18,169,6,9,5,1,1,22,191
MAHARASHTRA,2008,Total,47,3036,3725,2247,834,9889,74,2412,1251,458,290,4485,14374
MAHARASHTRA,2008,Total Salaried,0,563,820,462,40,1885,1,84,31,5,0,121,2006
MAHARASHTRA,2008,Total Self-employed,0,1726,2544,1589,653,6512,3,229,175,80,31,518,7030
MANIPUR,2008,House Wife,0,0,0,0,0,0,0,3,1,1,0,5,5
MANIPUR,2008,Service (Government),0,3,4,0,0,7,0,0,0,0,0,0,7
MANIPUR,2008,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2008,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2008,Student,0,2,0,0,0,2,1,1,0,0,0,2,4
MANIPUR,2008,Unemployed,0,5,2,0,0,7,0,2,1,0,0,3,10
MANIPUR,2008,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2008,Farming/Agriculture Activity,0,0,2,0,0,2,0,0,0,0,0,0,2
MANIPUR,2008,Others (Please Specify),0,1,3,0,0,4,0,1,0,0,0,1,5
MANIPUR,2008,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2008,Others (Please Specify),0,0,1,0,0,1,0,0,0,0,0,0,1
MANIPUR,2008,Total,0,11,12,0,0,23,1,7,2,1,0,11,34
MANIPUR,2008,Total Salaried,0,3,4,0,0,7,0,0,0,0,0,0,7
MANIPUR,2008,Total Self-employed,0,1,5,0,0,6,0,1,0,0,0,1,7
MEGHALAYA,2008,House Wife,0,0,0,0,0,0,0,3,4,2,0,9,9
MEGHALAYA,2008,Service (Government),0,0,5,2,0,7,0,0,1,0,0,1,8
MEGHALAYA,2008,Service (Private),0,0,1,0,0,1,0,0,0,0,0,0,1
MEGHALAYA,2008,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,Student,0,4,1,0,0,5,1,3,0,0,0,4,9
MEGHALAYA,2008,Unemployed,0,7,5,4,0,16,0,2,1,0,1,4,20
MEGHALAYA,2008,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,Professional Activity,0,0,0,0,0,0,0,1,0,0,0,1,1
MEGHALAYA,2008,Farming/Agriculture Activity,0,4,3,2,0,9,0,0,0,0,0,0,9
MEGHALAYA,2008,Others (Please Specify),0,4,12,2,1,19,0,1,0,0,1,2,21
MEGHALAYA,2008,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,Others (Please Specify),0,0,0,0,0,0,0,1,6,0,0,7,7
MEGHALAYA,2008,Total,0,19,27,10,1,57,1,11,12,2,2,28,85
MEGHALAYA,2008,Total Salaried,0,0,6,2,0,8,0,0,1,0,0,1,9
MEGHALAYA,2008,Total Self-employed,0,8,15,4,1,28,0,2,0,0,1,3,31
MIZORAM,2008,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Student,0,3,0,0,0,3,0,0,2,0,0,2,5
MIZORAM,2008,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Self-employed (Business activity),0,0,3,0,0,3,0,0,0,0,0,0,3
MIZORAM,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Others (Please Specify),0,0,0,1,0,1,0,0,1,0,0,1,2
MIZORAM,2008,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Others (Please Specify),0,9,13,6,0,28,0,2,0,1,0,3,31
MIZORAM,2008,Total,0,12,16,7,0,35,0,2,3,1,0,6,41
MIZORAM,2008,Total Salaried,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,Total Self-employed,0,0,3,1,0,4,0,0,1,0,0,1,5
NAGALAND,2008,House Wife,0,0,0,0,0,0,0,4,0,0,0,4,4
NAGALAND,2008,Service (Government),0,0,4,0,0,4,0,1,0,0,0,1,5
NAGALAND,2008,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,Student,0,0,0,0,0,0,0,3,0,0,0,3,3
NAGALAND,2008,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,Farming/Agriculture Activity,0,0,0,2,0,2,0,0,0,0,0,0,2
NAGALAND,2008,Others (Please Specify),0,2,6,2,0,10,0,0,0,0,0,0,10
NAGALAND,2008,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,Others (Please Specify),0,0,10,6,0,16,0,0,2,0,0,2,18
NAGALAND,2008,Total,0,2,20,10,0,32,0,8,2,0,0,10,42
NAGALAND,2008,Total Salaried,0,0,4,0,0,4,0,1,0,0,0,1,5
NAGALAND,2008,Total Self-employed,0,2,6,4,0,12,0,0,0,0,0,0,12
ODISHA,2008,House Wife,0,0,0,0,0,0,0,250,259,113,57,679,679
ODISHA,2008,Service (Government),0,0,2,7,0,9,0,9,2,2,0,13,22
ODISHA,2008,Service (Private),2,77,117,68,8,272,3,43,35,4,2,87,359
ODISHA,2008,Public Sector Undertaking,0,53,42,11,2,108,0,19,9,0,0,28,136
ODISHA,2008,Student,27,95,9,0,0,131,23,60,3,0,0,86,217
ODISHA,2008,Unemployed,26,201,124,91,8,450,3,71,28,8,0,110,560
ODISHA,2008,Self-employed (Business activity),0,50,121,77,27,275,0,7,2,4,0,13,288
ODISHA,2008,Professional Activity,1,19,84,19,8,131,0,8,6,2,2,18,149
ODISHA,2008,Farming/Agriculture Activity,7,77,101,41,19,245,0,1,10,3,1,15,260
ODISHA,2008,Others (Please Specify),23,367,231,246,114,981,9,134,125,63,29,360,1341
ODISHA,2008,Retired Person,0,0,0,13,23,36,0,0,0,1,6,7,43
ODISHA,2008,Others (Please Specify),28,105,190,140,54,517,17,118,117,59,22,333,850
ODISHA,2008,Total,114,1044,1021,713,263,3155,55,720,596,259,119,1749,4904
ODISHA,2008,Total Salaried,2,130,161,86,10,389,3,71,46,6,2,128,517
ODISHA,2008,Total Self-employed,31,513,537,383,168,1632,9,150,143,72,32,406,2038
PUNJAB,2008,House Wife,0,0,0,0,0,0,1,66,66,15,8,156,156
PUNJAB,2008,Service (Government),0,4,16,9,0,29,0,0,0,0,0,0,29
PUNJAB,2008,Service (Private),0,35,36,12,0,83,0,2,3,0,0,5,88
PUNJAB,2008,Public Sector Undertaking,0,1,1,0,0,2,0,0,0,0,0,0,2
