STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
HIMACHAL PRADESH,2010,Public Sector Undertaking,0,3,6,2,1,12,0,2,1,2,1,6,18
HIMACHAL PRADESH,2010,Student,7,26,0,0,0,33,4,27,2,0,0,33,66
HIMACHAL PRADESH,2010,Unemployed,0,24,23,4,1,52,0,2,1,0,0,3,55
HIMACHAL PRADESH,2010,Self-employed (Business activity),0,4,5,7,3,19,0,1,2,1,1,5,24
HIMACHAL PRADESH,2010,Professional Activity,0,10,4,6,1,21,0,0,1,0,0,1,22
HIMACHAL PRADESH,2010,Farming/Agriculture Activity,0,12,24,15,8,59,0,2,0,0,0,2,61
HIMACHAL PRADESH,2010,Others (Please Specify),0,14,15,7,1,37,0,7,7,5,3,22,59
HIMACHAL PRADESH,2010,Retired Person,0,0,1,4,2,7,0,0,0,0,0,0,7
HIMACHAL PRADESH,2010,Others (Please Specify),1,12,23,8,6,50,0,7,10,6,1,24,74
HIMACHAL PRADESH,2010,Total,8,117,125,73,25,348,4,97,51,31,11,194,542
HIMACHAL PRADESH,2010,Total Salaried,0,15,30,22,3,70,0,7,4,4,1,16,86
HIMACHAL PRADESH,2010,Total Self-employed,0,40,48,35,13,136,0,10,10,6,4,30,166
JAMMU & KASHMIR,2010,House Wife,0,0,0,0,0,0,0,30,24,4,0,58,58
JAMMU & KASHMIR,2010,Service (Government),0,2,2,0,0,4,0,1,1,0,0,2,6
JAMMU & KASHMIR,2010,Service (Private),0,1,9,3,0,13,0,0,0,0,0,0,13
JAMMU & KASHMIR,2010,Public Sector Undertaking,0,1,1,0,0,2,0,0,0,0,0,0,2
JAMMU & KASHMIR,2010,Student,3,11,3,0,0,17,2,12,3,2,0,19,36
JAMMU & KASHMIR,2010,Unemployed,0,12,11,4,0,27,1,12,3,0,0,16,43
JAMMU & KASHMIR,2010,Self-employed (Business activity),0,1,2,4,2,9,0,0,0,0,0,0,9
JAMMU & KASHMIR,2010,Professional Activity,0,2,0,0,0,2,0,0,1,0,0,1,3
JAMMU & KASHMIR,2010,Farming/Agriculture Activity,0,3,8,4,1,16,0,2,0,0,0,2,18
JAMMU & KASHMIR,2010,Others (Please Specify),0,5,1,3,3,12,0,7,2,0,0,9,21
JAMMU & KASHMIR,2010,Retired Person,0,0,0,1,0,1,0,0,0,0,0,0,1
JAMMU & KASHMIR,2010,Others (Please Specify),0,8,3,7,1,19,0,22,5,2,1,30,49
JAMMU & KASHMIR,2010,Total,3,46,40,26,7,122,3,86,39,8,1,137,259
JAMMU & KASHMIR,2010,Total Salaried,0,4,12,3,0,19,0,1,1,0,0,2,21
JAMMU & KASHMIR,2010,Total Self-employed,0,11,11,11,6,39,0,9,3,0,0,12,51
JHARKHAND,2010,House Wife,0,0,0,0,0,0,1,52,104,51,4,212,212
JHARKHAND,2010,Service (Government),0,1,3,4,0,8,0,0,1,1,0,2,10
JHARKHAND,2010,Service (Private),0,20,29,28,0,77,0,5,3,2,0,10,87
JHARKHAND,2010,Public Sector Undertaking,18,1,2,3,0,24,0,4,0,0,0,4,28
JHARKHAND,2010,Student,18,70,4,0,0,92,9,40,1,0,0,50,142
JHARKHAND,2010,Unemployed,0,34,41,13,0,88,0,8,4,0,0,12,100
JHARKHAND,2010,Self-employed (Business activity),0,8,13,6,0,27,0,2,2,0,0,4,31
JHARKHAND,2010,Professional Activity,0,3,4,2,0,9,0,0,0,0,0,0,9
JHARKHAND,2010,Farming/Agriculture Activity,10,47,58,30,5,150,0,13,6,4,0,23,173
JHARKHAND,2010,Others (Please Specify),2,33,64,31,2,132,0,33,9,15,5,62,194
JHARKHAND,2010,Retired Person,0,0,0,0,3,3,0,0,0,0,0,0,3
JHARKHAND,2010,Others (Please Specify),36,35,57,55,2,185,6,18,12,7,15,58,243
JHARKHAND,2010,Total,84,252,275,172,12,795,16,175,142,80,24,437,1232
JHARKHAND,2010,Total Salaried,18,22,34,35,0,109,0,9,4,3,0,16,125
JHARKHAND,2010,Total Self-employed,12,91,139,69,7,318,0,48,17,19,5,89,407
KARNATAKA,2010,House Wife,0,0,0,0,0,0,2,703,664,361,159,1889,1889
KARNATAKA,2010,Service (Government),0,37,60,65,16,178,0,17,17,4,2,40,218
KARNATAKA,2010,Service (Private),0,244,377,204,64,889,0,124,71,23,9,227,1116
KARNATAKA,2010,Public Sector Undertaking,0,85,79,58,32,254,0,15,12,14,0,41,295
KARNATAKA,2010,Student,43,238,9,22,7,319,89,176,7,0,0,272,591
KARNATAKA,2010,Unemployed,0,125,122,95,20,362,0,35,21,2,0,58,420
KARNATAKA,2010,Self-employed (Business activity),0,234,303,227,81,845,0,13,15,11,4,43,888
KARNATAKA,2010,Professional Activity,2,30,34,38,6,110,0,5,7,3,0,15,125
KARNATAKA,2010,Farming/Agriculture Activity,3,381,723,751,270,2128,11,159,128,111,48,457,2585
KARNATAKA,2010,Others (Please Specify),20,505,761,544,199,2029,27,234,168,161,47,637,2666
KARNATAKA,2010,Retired Person,0,0,2,29,60,91,0,0,0,2,7,9,100
KARNATAKA,2010,Others (Please Specify),19,191,395,355,242,1202,39,121,138,143,115,556,1758
KARNATAKA,2010,Total,87,2070,2865,2388,997,8407,168,1602,1248,835,391,4244,12651
KARNATAKA,2010,Total Salaried,0,366,516,327,112,1321,0,156,100,41,11,308,1629
KARNATAKA,2010,Total Self-employed,25,1150,1821,1560,556,5112,38,411,318,286,99,1152,6264
KERALA,2010,House Wife,0,0,0,0,0,0,0,270,370,349,230,1219,1219
KERALA,2010,Service (Government),0,7,28,27,0,62,0,1,5,3,0,9,71
KERALA,2010,Service (Private),0,66,149,158,7,380,0,28,33,13,0,74,454
KERALA,2010,Public Sector Undertaking,0,23,59,52,2,136,0,4,4,4,0,12,148
KERALA,2010,Student,56,72,1,0,0,129,44,140,0,0,0,184,313
KERALA,2010,Unemployed,1,162,248,214,207,832,1,52,55,32,70,210,1042
KERALA,2010,Self-employed (Business activity),0,57,148,163,96,464,0,1,3,9,2,15,479
KERALA,2010,Professional Activity,0,25,56,81,13,175,0,4,5,1,1,11,186
KERALA,2010,Farming/Agriculture Activity,0,98,242,264,193,797,0,28,26,14,30,98,895
KERALA,2010,Others (Please Specify),4,261,553,629,348,1795,1,43,70,47,31,192,1987
KERALA,2010,Retired Person,0,0,2,14,50,66,0,0,1,2,7,10,76
KERALA,2010,Others (Please Specify),3,269,487,569,182,1510,0,37,54,70,45,206,1716
KERALA,2010,Total,64,1040,1973,2171,1098,6346,46,608,626,544,416,2240,8586
KERALA,2010,Total Salaried,0,96,236,237,9,578,0,33,42,20,0,95,673
KERALA,2010,Total Self-employed,4,441,999,1137,650,3231,1,76,104,71,64,316,3547
MADHYA PRADESH,2010,House Wife,0,0,0,0,0,0,18,1366,815,255,110,2564,2564
MADHYA PRADESH,2010,Service (Government),0,19,48,29,6,102,0,3,5,4,0,12,114
MADHYA PRADESH,2010,Service (Private),0,149,108,66,21,344,2,24,18,8,6,58,402
MADHYA PRADESH,2010,Public Sector Undertaking,0,39,64,15,13,131,0,6,3,2,4,15,146
MADHYA PRADESH,2010,Student,73,175,8,12,0,268,51,135,5,0,0,191,459
MADHYA PRADESH,2010,Unemployed,10,133,111,42,12,308,8,44,12,2,0,66,374
MADHYA PRADESH,2010,Self-employed (Business activity),0,112,145,89,25,371,0,0,0,0,0,0,371
MADHYA PRADESH,2010,Professional Activity,0,93,97,73,29,292,3,10,12,3,0,28,320
MADHYA PRADESH,2010,Farming/Agriculture Activity,17,282,357,208,109,973,14,132,74,27,17,264,1237
MADHYA PRADESH,2010,Others (Please Specify),49,524,464,272,116,1425,36,265,133,68,27,529,1954
MADHYA PRADESH,2010,Retired Person,0,0,1,4,6,11,0,5,0,0,0,5,16
MADHYA PRADESH,2010,Others (Please Specify),66,264,265,180,87,862,29,85,28,23,19,184,1046
MADHYA PRADESH,2010,Total,215,1790,1668,990,424,5087,161,2075,1105,392,183,3916,9003
MADHYA PRADESH,2010,Total Salaried,0,207,220,110,40,577,2,33,26,14,10,85,662
MADHYA PRADESH,2010,Total Self-employed,66,1011,1063,642,279,3061,53,407,219,98,44,821,3882
MAHARASHTRA,2010,House Wife,0,0,0,0,0,0,0,1882,1098,405,254,3639,3639
MAHARASHTRA,2010,Service (Government),0,35,78,59,1,173,0,8,1,1,0,10,183
MAHARASHTRA,2010,Service (Private),0,559,739,376,40,1714,1,93,34,15,0,143,1857
MAHARASHTRA,2010,Public Sector Undertaking,0,40,69,28,6,143,0,3,1,0,0,4,147
MAHARASHTRA,2010,Student,46,427,8,1,0,482,82,492,0,0,0,574,1056
MAHARASHTRA,2010,Unemployed,0,365,305,108,41,819,2,60,20,6,1,89,908
MAHARASHTRA,2010,Self-employed (Business activity),0,143,172,100,24,439,0,3,3,0,0,6,445
MAHARASHTRA,2010,Professional Activity,0,265,376,270,129,1040,0,42,22,15,4,83,1123
MAHARASHTRA,2010,Farming/Agriculture Activity,0,784,1094,743,326,2947,2,79,68,33,12,194,3141
MAHARASHTRA,2010,Others (Please Specify),0,792,1020,586,270,2668,3,134,79,44,23,283,2951
MAHARASHTRA,2010,Retired Person,0,0,1,13,99,113,0,0,1,0,3,4,117
MAHARASHTRA,2010,Others (Please Specify),3,75,110,79,53,320,5,8,7,5,4,29,349
MAHARASHTRA,2010,Total,49,3485,3972,2363,989,10858,95,2804,1334,524,301,5058,15916
MAHARASHTRA,2010,Total Salaried,0,634,886,463,47,2030,1,104,36,16,0,157,2187
MAHARASHTRA,2010,Total Self-employed,0,1984,2662,1699,749,7094,5,258,172,92,39,566,7660
MANIPUR,2010,House Wife,0,0,0,0,0,0,0,6,1,1,0,8,8
MANIPUR,2010,Service (Government),0,1,3,2,0,6,0,0,0,0,0,0,6
MANIPUR,2010,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2010,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2010,Student,0,1,0,0,0,1,0,0,0,0,0,0,1
MANIPUR,2010,Unemployed,0,4,7,1,0,12,0,0,0,0,0,0,12
MANIPUR,2010,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2010,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2010,Farming/Agriculture Activity,0,0,0,0,0,0,0,1,3,0,0,4,4
MANIPUR,2010,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2010,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2010,Others (Please Specify),0,1,3,1,0,5,0,1,0,0,0,1,6
MANIPUR,2010,Total,0,7,13,4,0,24,0,8,4,1,0,13,37
MANIPUR,2010,Total Salaried,0,1,3,2,0,6,0,0,0,0,0,0,6
MANIPUR,2010,Total Self-employed,0,0,0,0,0,0,0,1,3,0,0,4,4
MEGHALAYA,2010,House Wife,0,0,0,0,0,0,0,7,5,1,1,14,14
MEGHALAYA,2010,Service (Government),0,2,4,2,0,8,0,0,0,0,0,0,8
MEGHALAYA,2010,Service (Private),0,6,1,4,0,11,0,0,0,0,0,0,11
MEGHALAYA,2010,Public Sector Undertaking,0,1,0,0,0,1,0,0,0,0,0,0,1
MEGHALAYA,2010,Student,2,10,2,0,0,14,1,5,1,0,0,7,21
MEGHALAYA,2010,Unemployed,0,5,8,2,0,15,0,1,1,0,0,2,17
MEGHALAYA,2010,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,Professional Activity,0,0,1,0,0,1,0,0,0,0,0,0,1
MEGHALAYA,2010,Farming/Agriculture Activity,0,5,5,3,2,15,0,0,0,1,0,1,16
MEGHALAYA,2010,Others (Please Specify),0,2,0,1,2,5,0,1,1,0,0,2,7
MEGHALAYA,2010,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
MEGHALAYA,2010,Others (Please Specify),0,6,2,1,0,9,0,1,1,0,0,2,11
MEGHALAYA,2010,Total,2,37,23,13,5,80,1,15,9,2,1,28,108
MEGHALAYA,2010,Total Salaried,0,9,5,6,0,20,0,0,0,0,0,0,20
MEGHALAYA,2010,Total Self-employed,0,7,6,4,4,21,0,1,1,1,0,3,24
MIZORAM,2010,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,Service (Government),0,10,10,2,1,23,0,4,0,0,0,4,27
MIZORAM,2010,Service (Private),2,0,0,0,0,2,0,0,1,0,0,1,3
MIZORAM,2010,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,Student,2,0,0,0,0,2,0,0,0,0,0,0,2
MIZORAM,2010,Unemployed,0,10,5,3,1,19,0,2,0,0,0,2,21
MIZORAM,2010,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,Farming/Agriculture Activity,0,4,0,1,0,5,0,0,0,0,0,0,5
MIZORAM,2010,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,Others (Please Specify),0,6,10,0,0,16,0,2,0,0,0,2,18
MIZORAM,2010,Total,4,30,25,6,2,67,0,8,1,0,0,9,76
MIZORAM,2010,Total Salaried,2,10,10,2,1,25,0,4,1,0,0,5,30
MIZORAM,2010,Total Self-employed,0,4,0,1,0,5,0,0,0,0,0,0,5
NAGALAND,2010,House Wife,0,0,0,0,0,0,0,1,0,0,0,1,1
NAGALAND,2010,Service (Government),0,1,0,1,0,2,0,0,0,0,0,0,2
NAGALAND,2010,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Student,0,0,2,0,0,2,0,0,0,0,0,0,2
NAGALAND,2010,Unemployed,0,2,2,0,0,4,0,0,0,0,0,0,4
NAGALAND,2010,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Professional Activity,0,1,2,0,0,3,0,0,0,0,0,0,3
NAGALAND,2010,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,Total,0,4,6,1,0,11,0,1,0,0,0,1,12
NAGALAND,2010,Total Salaried,0,1,0,1,0,2,0,0,0,0,0,0,2
NAGALAND,2010,Total Self-employed,0,1,2,0,0,3,0,0,0,0,0,0,3
ODISHA,2010,House Wife,0,0,0,0,0,0,1,362,232,111,24,730,730
ODISHA,2010,Service (Government),0,2,7,2,0,11,0,2,1,1,0,4,15
ODISHA,2010,Service (Private),0,74,114,70,11,269,0,30,25,4,4,63,332
ODISHA,2010,Public Sector Undertaking,0,57,39,14,0,110,0,13,16,6,0,35,145
ODISHA,2010,Student,30,138,5,0,0,173,22,104,2,0,0,128,301
ODISHA,2010,Unemployed,11,142,103,36,2,294,7,47,25,7,4,90,384
ODISHA,2010,Self-employed (Business activity),0,52,115,70,7,244,0,3,14,2,0,19,263
ODISHA,2010,Professional Activity,0,15,34,15,10,74,0,2,3,2,2,9,83
ODISHA,2010,Farming/Agriculture Activity,0,17,77,36,15,145,0,0,12,5,0,17,162
ODISHA,2010,Others (Please Specify),41,211,244,212,54,762,39,186,154,99,24,502,1264
ODISHA,2010,Retired Person,0,0,0,1,23,24,0,0,0,1,2,3,27
ODISHA,2010,Others (Please Specify),17,89,104,77,37,324,8,104,70,36,7,225,549
ODISHA,2010,Total,99,797,842,533,159,2430,77,853,554,274,67,1825,4255
ODISHA,2010,Total Salaried,0,133,160,86,11,390,0,45,42,11,4,102,492
ODISHA,2010,Total Self-employed,41,295,470,333,86,1225,39,191,183,108,26,547,1772
PUNJAB,2010,House Wife,0,0,0,0,0,0,1,60,48,16,5,130,130
PUNJAB,2010,Service (Government),0,5,13,3,0,21,0,2,0,0,0,2,23
PUNJAB,2010,Service (Private),2,27,44,7,2,82,0,0,1,0,0,1,83
