STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
JAMMU & KASHMIR,2005,Service (Private),0,23,11,0,0,34,0,0,0,0,0,0,34
JAMMU & KASHMIR,2005,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,Student,1,14,5,0,0,20,1,3,0,0,0,4,24
JAMMU & KASHMIR,2005,Unemployed,0,18,8,1,0,27,0,3,10,0,0,13,40
JAMMU & KASHMIR,2005,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005,Farming/Agriculture Activity,0,1,0,0,0,1,0,1,0,0,0,1,2
JAMMU & KASHMIR,2005,Others (Please Specify),0,19,9,5,0,33,0,17,9,0,2,28,61
JAMMU & KASHMIR,2005,Retired Person,0,6,0,1,0,7,0,0,0,0,0,0,7
JAMMU & KASHMIR,2005,Others (Please Specify),2,18,22,10,4,56,3,13,3,0,1,20,76
JAMMU & KASHMIR,2005,Total,3,113,59,17,4,196,4,54,36,1,3,98,294
JAMMU & KASHMIR,2005,Total Salaried,0,37,15,0,0,52,0,0,0,0,0,0,52
JAMMU & KASHMIR,2005,Total Self-employed,0,20,9,5,0,34,0,18,9,0,2,29,63
JHARKHAND,2005,House Wife,0,0,0,0,0,0,0,57,76,22,3,158,158
JHARKHAND,2005,Service (Government),0,0,4,5,0,9,0,1,1,0,0,2,11
JHARKHAND,2005,Service (Private),0,14,13,6,0,33,0,0,9,0,0,9,42
JHARKHAND,2005,Public Sector Undertaking,0,2,3,0,0,5,0,1,0,0,0,1,6
JHARKHAND,2005,Student,2,53,14,0,0,69,6,14,9,0,0,29,98
JHARKHAND,2005,Unemployed,0,20,6,0,0,26,0,8,14,0,0,22,48
JHARKHAND,2005,Self-employed (Business activity),0,5,14,14,0,33,0,0,0,1,0,1,34
JHARKHAND,2005,Professional Activity,0,0,4,5,0,9,0,0,0,0,0,0,9
JHARKHAND,2005,Farming/Agriculture Activity,0,38,56,29,1,124,0,0,0,0,0,0,124
JHARKHAND,2005,Others (Please Specify),2,21,24,8,0,55,5,16,9,4,1,35,90
JHARKHAND,2005,Retired Person,0,0,0,0,3,3,0,0,0,0,0,0,3
JHARKHAND,2005,Others (Please Specify),4,28,49,66,10,157,2,15,10,1,0,28,185
JHARKHAND,2005,Total,8,181,187,133,14,523,13,112,128,28,4,285,808
JHARKHAND,2005,Total Salaried,0,16,20,11,0,47,0,2,10,0,0,12,59
JHARKHAND,2005,Total Self-employed,2,64,98,56,1,221,5,16,9,5,1,36,257
KARNATAKA,2005,House Wife,0,0,0,0,0,0,4,816,658,280,116,1874,1874
KARNATAKA,2005,Service (Government),0,32,41,66,0,139,0,9,7,5,0,21,160
KARNATAKA,2005,Service (Private),1,342,295,235,16,889,1,54,35,24,10,124,1013
KARNATAKA,2005,Public Sector Undertaking,0,57,60,56,11,184,0,11,13,10,0,34,218
KARNATAKA,2005,Student,35,137,15,2,0,189,32,134,13,0,0,179,368
KARNATAKA,2005,Unemployed,3,192,117,68,23,403,0,34,20,8,4,66,469
KARNATAKA,2005,Self-employed (Business activity),1,118,168,101,14,402,0,9,23,14,0,46,448
KARNATAKA,2005,Professional Activity,1,59,96,69,17,242,2,3,3,21,7,36,278
KARNATAKA,2005,Farming/Agriculture Activity,4,350,691,422,196,1663,0,58,91,61,10,220,1883
KARNATAKA,2005,Others (Please Specify),12,511,605,440,214,1782,6,208,126,94,57,491,2273
KARNATAKA,2005,Retired Person,0,1,2,8,24,35,0,2,0,3,0,5,40
KARNATAKA,2005,Others (Please Specify),47,462,601,485,184,1779,42,276,237,131,68,754,2533
KARNATAKA,2005,Total,104,2261,2691,1952,699,7707,87,1614,1226,651,272,3850,11557
KARNATAKA,2005,Total Salaried,1,431,396,357,27,1212,1,74,55,39,10,179,1391
KARNATAKA,2005,Total Self-employed,18,1038,1560,1032,441,4089,8,278,243,190,74,793,4882
KERALA,2005,House Wife,0,0,0,0,0,0,0,305,421,390,297,1413,1413
KERALA,2005,Service (Government),0,1,30,36,0,67,0,4,6,8,0,18,85
KERALA,2005,Service (Private),0,45,131,82,15,273,0,24,14,9,2,49,322
KERALA,2005,Public Sector Undertaking,0,6,17,23,0,46,0,6,1,3,0,10,56
KERALA,2005,Student,40,100,0,0,0,140,40,100,1,0,0,141,281
KERALA,2005,Unemployed,0,268,355,228,129,980,1,114,58,33,35,241,1221
KERALA,2005,Self-employed (Business activity),0,37,148,172,38,395,0,3,1,1,0,5,400
KERALA,2005,Professional Activity,0,31,65,48,7,151,0,7,3,1,0,11,162
KERALA,2005,Farming/Agriculture Activity,0,89,337,383,264,1073,1,3,17,17,7,45,1118
KERALA,2005,Others (Please Specify),1,453,699,815,469,2437,2,77,75,86,72,312,2749
KERALA,2005,Retired Person,0,0,0,31,61,92,0,0,1,1,10,12,104
KERALA,2005,Others (Please Specify),5,208,337,389,237,1176,6,47,34,27,43,157,1333
KERALA,2005,Total,46,1238,2119,2207,1220,6830,50,690,632,576,466,2414,9244
KERALA,2005,Total Salaried,0,52,178,141,15,386,0,34,21,20,2,77,463
KERALA,2005,Total Self-employed,1,610,1249,1418,778,4056,3,90,96,105,79,373,4429
MADHYA PRADESH,2005,House Wife,0,0,0,0,0,0,0,1114,523,178,77,1892,1892
MADHYA PRADESH,2005,Service (Government),0,7,19,17,0,43,0,6,4,1,0,11,54
MADHYA PRADESH,2005,Service (Private),0,73,64,26,5,168,0,40,5,1,1,47,215
MADHYA PRADESH,2005,Public Sector Undertaking,0,44,33,10,5,92,0,16,14,1,0,31,123
MADHYA PRADESH,2005,Student,34,95,1,0,0,130,18,51,0,0,0,69,199
MADHYA PRADESH,2005,Unemployed,0,108,62,36,6,212,0,17,8,2,0,27,239
MADHYA PRADESH,2005,Self-employed (Business activity),3,60,66,35,10,174,0,18,5,1,0,24,198
MADHYA PRADESH,2005,Professional Activity,2,30,77,19,3,131,0,17,4,6,3,30,161
MADHYA PRADESH,2005,Farming/Agriculture Activity,7,452,333,177,86,1055,4,108,64,12,5,193,1248
MADHYA PRADESH,2005,Others (Please Specify),15,193,236,104,68,616,26,96,36,9,9,176,792
MADHYA PRADESH,2005,Retired Person,0,0,0,0,8,8,0,0,0,0,0,0,8
MADHYA PRADESH,2005,Others (Please Specify),22,62,58,48,32,222,30,44,21,1,1,97,319
MADHYA PRADESH,2005,Total,83,1124,949,472,223,2851,78,1527,684,212,96,2597,5448
MADHYA PRADESH,2005,Total Salaried,0,124,116,53,10,303,0,62,23,3,1,89,392
MADHYA PRADESH,2005,Total Self-employed,27,735,712,335,167,1976,30,239,109,28,17,423,2399
MAHARASHTRA,2005,House Wife,0,0,0,0,0,0,3,1857,1084,409,229,3582,3582
MAHARASHTRA,2005,Service (Government),0,36,122,102,0,260,0,18,18,4,0,40,300
MAHARASHTRA,2005,Service (Private),0,456,650,340,39,1485,1,78,34,6,2,121,1606
MAHARASHTRA,2005,Public Sector Undertaking,0,30,39,33,3,105,0,9,3,1,0,13,118
MAHARASHTRA,2005,Student,53,346,3,0,0,402,55,327,0,0,0,382,784
MAHARASHTRA,2005,Unemployed,0,459,368,121,2,950,0,63,13,3,0,79,1029
MAHARASHTRA,2005,Self-employed (Business activity),0,98,188,81,17,384,0,4,1,1,0,6,390
MAHARASHTRA,2005,Professional Activity,0,97,151,102,27,377,0,7,2,4,3,16,393
MAHARASHTRA,2005,Farming/Agriculture Activity,4,826,1433,908,467,3638,2,127,76,58,25,288,3926
MAHARASHTRA,2005,Others (Please Specify),17,501,625,373,251,1767,15,117,57,59,19,267,2034
MAHARASHTRA,2005,Retired Person,0,0,0,15,99,114,0,0,0,1,6,7,121
MAHARASHTRA,2005,Others (Please Specify),1,28,52,26,14,121,3,6,8,3,2,22,143
MAHARASHTRA,2005,Total,75,2877,3631,2101,919,9603,79,2613,1296,549,286,4823,14426
MAHARASHTRA,2005,Total Salaried,0,522,811,475,42,1850,1,105,55,11,2,174,2024
MAHARASHTRA,2005,Total Self-employed,21,1522,2397,1464,762,6166,17,255,136,122,47,577,6743
MANIPUR,2005,House Wife,0,0,0,0,0,0,0,0,2,0,0,2,2
MANIPUR,2005,Service (Government),0,1,7,0,0,8,0,0,0,0,0,0,8
MANIPUR,2005,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2005,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2005,Student,0,1,0,0,0,1,0,1,0,0,0,1,2
MANIPUR,2005,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2005,Self-employed (Business activity),0,1,2,1,0,4,0,0,0,0,0,0,4
MANIPUR,2005,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2005,Farming/Agriculture Activity,0,0,2,0,0,2,0,0,0,0,0,0,2
MANIPUR,2005,Others (Please Specify),0,1,5,0,0,6,0,0,0,0,0,0,6
MANIPUR,2005,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,2005,Others (Please Specify),0,1,1,0,0,2,0,1,0,0,0,1,3
MANIPUR,2005,Total,0,5,17,1,0,23,0,2,2,0,0,4,27
MANIPUR,2005,Total Salaried,0,1,7,0,0,8,0,0,0,0,0,0,8
MANIPUR,2005,Total Self-employed,0,2,9,1,0,12,0,0,0,0,0,0,12
MEGHALAYA,2005,House Wife,0,0,0,0,0,0,0,6,3,2,0,11,11
MEGHALAYA,2005,Service (Government),0,0,1,0,0,1,0,0,0,0,0,0,1
MEGHALAYA,2005,Service (Private),0,0,2,1,0,3,0,0,0,0,0,0,3
MEGHALAYA,2005,Public Sector Undertaking,0,0,0,1,0,1,0,0,0,0,0,0,1
MEGHALAYA,2005,Student,2,4,0,0,0,6,0,5,0,0,0,5,11
MEGHALAYA,2005,Unemployed,1,6,5,2,1,15,0,2,2,0,0,4,19
MEGHALAYA,2005,Self-employed (Business activity),0,2,1,0,0,3,0,0,0,0,0,0,3
MEGHALAYA,2005,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,Farming/Agriculture Activity,0,1,2,0,1,4,0,0,0,0,0,0,4
MEGHALAYA,2005,Others (Please Specify),0,1,3,5,1,10,0,0,0,0,0,0,10
MEGHALAYA,2005,Retired Person,0,0,0,1,4,5,0,0,0,0,0,0,5
MEGHALAYA,2005,Others (Please Specify),0,2,0,0,0,2,0,0,0,0,1,1,3
MEGHALAYA,2005,Total,3,16,14,10,7,50,0,13,5,2,1,21,71
MEGHALAYA,2005,Total Salaried,0,0,3,2,0,5,0,0,0,0,0,0,5
MEGHALAYA,2005,Total Self-employed,0,4,6,5,2,17,0,0,0,0,0,0,17
MIZORAM,2005,House Wife,0,0,0,0,0,0,0,0,2,1,0,3,3
MIZORAM,2005,Service (Government),0,1,3,0,0,4,0,0,0,0,0,0,4
MIZORAM,2005,Service (Private),0,0,1,0,0,1,0,0,0,0,0,0,1
MIZORAM,2005,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,Unemployed,0,8,5,0,0,13,0,1,1,0,0,2,15
MIZORAM,2005,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,Others (Please Specify),0,0,3,0,0,3,0,0,1,0,0,1,4
MIZORAM,2005,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,Others (Please Specify),2,10,8,4,2,26,0,2,0,0,0,2,28
MIZORAM,2005,Total,2,19,20,4,2,47,0,3,4,1,0,8,55
MIZORAM,2005,Total Salaried,0,1,4,0,0,5,0,0,0,0,0,0,5
MIZORAM,2005,Total Self-employed,0,0,3,0,0,3,0,0,1,0,0,1,4
NAGALAND,2005,House Wife,0,0,0,0,0,0,0,0,1,0,0,1,1
NAGALAND,2005,Service (Government),0,0,7,2,0,9,0,0,1,0,0,1,10
NAGALAND,2005,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,Student,0,3,0,0,0,3,0,2,0,0,0,2,5
NAGALAND,2005,Unemployed,0,0,1,0,0,1,0,0,0,0,0,0,1
NAGALAND,2005,Self-employed (Business activity),0,0,1,0,0,1,0,0,0,0,0,0,1
NAGALAND,2005,Professional Activity,0,0,1,0,0,1,0,0,0,0,0,0,1
NAGALAND,2005,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,Others (Please Specify),0,1,3,2,0,6,0,1,1,0,0,2,8
NAGALAND,2005,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,Total,0,4,13,4,0,21,0,3,3,0,0,6,27
NAGALAND,2005,Total Salaried,0,0,7,2,0,9,0,0,1,0,0,1,10
NAGALAND,2005,Total Self-employed,0,1,5,2,0,8,0,1,1,0,0,2,10
ODISHA,2005,House Wife,0,0,0,0,0,0,0,247,237,89,14,587,587
ODISHA,2005,Service (Government),0,16,26,12,0,54,0,7,18,1,0,26,80
ODISHA,2005,Service (Private),0,31,25,31,1,88,0,33,32,20,3,88,176
ODISHA,2005,Public Sector Undertaking,0,29,34,25,1,89,0,7,8,8,0,23,112
ODISHA,2005,Student,28,111,10,0,0,149,26,85,2,0,0,113,262
ODISHA,2005,Unemployed,0,101,136,35,6,278,2,44,49,9,6,110,388
ODISHA,2005,Self-employed (Business activity),0,59,167,73,21,320,0,20,9,11,2,42,362
ODISHA,2005,Professional Activity,0,19,27,32,2,80,0,8,8,7,2,25,105
ODISHA,2005,Farming/Agriculture Activity,0,38,86,61,19,204,0,13,22,15,0,50,254
ODISHA,2005,Others (Please Specify),26,182,283,247,154,892,13,140,107,69,35,364,1256
ODISHA,2005,Retired Person,0,0,0,0,10,10,0,0,0,0,2,2,12
ODISHA,2005,Others (Please Specify),4,140,125,102,19,390,19,82,80,34,9,224,614
ODISHA,2005,Total,58,726,919,618,233,2554,60,686,572,263,73,1654,4208
ODISHA,2005,Total Salaried,0,76,85,68,2,231,0,47,58,29,3,137,368
ODISHA,2005,Total Self-employed,26,298,563,413,196,1496,13,181,146,102,39,481,1977
PUNJAB,2005,House Wife,0,0,0,0,0,0,0,33,28,15,1,77,77
PUNJAB,2005,Service (Government),0,2,6,6,1,15,0,1,0,0,0,1,16
PUNJAB,2005,Service (Private),0,19,16,0,0,35,0,0,0,0,0,0,35
PUNJAB,2005,Public Sector Undertaking,0,0,2,0,0,2,0,0,0,0,0,0,2
